,S,K,T,ANN_price
105004,19465.0,18500.0,8,983.03
126385,19638.3,19450.0,20,371.6
113912,19528.8,21400.0,24,3.47
162060,20901.15,19800.0,21,1233.89
117570,19993.2,19150.0,9,893.4
143046,18989.15,18900.0,29,379.17
93364,19745.0,21000.0,20,6.24
120305,20133.3,20350.0,3,26.16
147856,19395.3,23000.0,140,17.6
147184,19395.3,20550.0,0,0.99
111328,19342.65,19650.0,30,149.06
121801,19742.35,17800.0,7,1985.71
90504,19711.45,21000.0,73,58.3
108642,19444.0,20000.0,29,59.03
116154,19819.95,18700.0,6,1121.85
142792,18989.15,19700.0,8,8.36
148464,19425.35,19400.0,76,558.02
137349,19542.65,21400.0,6,1.05
85590,19331.8,19050.0,13,413.9
80471,18817.4,18250.0,30,738.56
112558,19253.8,20350.0,14,5.33
79967,18691.2,24000.0,94,10.04
77486,18856.85,17700.0,8,1184.35
99156,19381.65,19100.0,0,348.3
82311,19322.55,17950.0,10,1383.58
75433,18826.0,17950.0,6,879.95
121871,19742.35,21450.0,7,1.45
116273,19819.95,19100.0,13,782.72
122840,19674.25,17900.0,34,1919.12
172387,21441.35,21650.0,9,97.46
78329,18771.25,18900.0,14,123.62
88100,19384.3,19500.0,22,187.7
137986,19281.75,19950.0,3,5.64
166976,21456.65,20100.0,13,1440.99
121392,19901.4,21200.0,29,10.57
153716,19811.85,21000.0,400,1112.85
121549,19901.4,20400.0,71,271.06
138845,19122.15,19000.0,8,248.0
98005,19733.55,19500.0,30,461.74
116153,19819.95,18600.0,6,1214.93
74052,18716.15,21000.0,198,138.37
155203,19889.7,20000.0,2,54.09
174248,21778.7,20850.0,14,1021.33
150925,19731.8,20250.0,6,16.09
100130,19517.0,20300.0,13,9.27
166068,21182.7,21200.0,7,154.0
162546,20969.4,20450.0,6,618.82
84427,19398.5,19250.0,85,660.85
123497,19674.55,20300.0,24,34.69
149048,19443.55,19300.0,45,486.78
123280,19674.55,18700.0,10,1026.93
166807,21456.65,20400.0,6,1113.13
115119,19611.05,19350.0,22,439.6
117898,19993.2,20650.0,30,46.66
104289,19434.55,18300.0,10,1163.54
174268,21778.7,21950.0,14,131.21
120311,20133.3,20650.0,3,5.25
159016,20686.8,20150.0,24,726.51
138103,19281.75,19150.0,10,288.63
123313,19674.55,20400.0,10,8.54
140207,18857.25,20400.0,63,30.88
103422,19543.1,19000.0,77,958.85
172508,21441.35,22000.0,16,34.87
116603,19819.95,20700.0,48,65.78
169986,21150.15,21850.0,29,63.51
111353,19342.65,21000.0,30,5.94
118408,20070.0,19300.0,15,853.32
127663,19436.1,20050.0,1,5.37
139186,19122.15,19250.0,36,288.97
96567,19646.05,19000.0,34,837.57
108265,19444.0,19200.0,1,280.18
86485,19355.9,19800.0,17,34.08
147404,19395.3,19300.0,14,268.23
75820,18826.0,17900.0,41,1099.25
128927,19436.1,18000.0,85,1764.27
148266,19425.35,19900.0,27,74.27
126194,19638.3,21100.0,6,1.39
94373,19672.35,19200.0,66,855.75
141489,19140.9,17700.0,31,1575.05
118858,20103.1,18000.0,0,2084.32
148853,19443.55,21650.0,17,2.07
121678,19742.35,19400.0,0,416.08
83810,19398.5,20700.0,1,0.84
106719,19310.15,19550.0,41,244.37
82183,19322.55,17950.0,3,1355.19
133554,19794.0,21700.0,49,10.37
134837,19731.75,19600.0,31,401.4
139055,19122.15,19450.0,22,105.25
86917,19355.9,20000.0,535,1787.08
138729,19122.15,20250.0,1,1.24
127921,19436.1,20250.0,8,6.07
76565,18755.45,18500.0,73,687.94
118560,20070.0,20500.0,22,59.79
93511,19745.0,20800.0,41,34.41
172085,21349.4,18000.0,188,3858.03
114494,19574.9,19700.0,23,189.54
125823,19523.55,17800.0,28,1850.68
139507,18857.25,18700.0,0,261.11
110057,19265.8,21100.0,34,5.75
84762,19497.3,19100.0,7,451.61
95027,19680.6,18600.0,37,1243.27
157168,20133.15,18600.0,28,1657.51
100022,19517.0,20850.0,6,1.54
137436,19542.65,19200.0,13,471.81
151877,19694.0,20750.0,17,7.18
107139,19393.6,21150.0,10,1.7
152755,19783.4,18550.0,37,1407.48
174746,21778.7,27000.0,91,9.99
135695,19811.5,20550.0,72,163.04
172988,21654.75,19050.0,1,2617.72
148577,19443.55,19200.0,3,318.87
150765,19765.2,18700.0,70,1379.31
92690,19979.15,20300.0,28,128.7
146038,19406.7,20200.0,23,26.08
94992,19680.6,19900.0,30,197.0
116264,19819.95,18200.0,13,1652.6
168678,21453.1,18950.0,9,2564.24
120299,20133.3,20050.0,3,154.7
144198,19133.25,23000.0,147,17.3
163644,20997.1,20900.0,17,294.01
140675,19047.25,18850.0,27,445.86
121537,19901.4,19300.0,71,1007.12
173721,21654.75,21600.0,64,562.03
130653,19653.5,21100.0,83,59.32
91515,19833.15,16400.0,8,3393.37
94385,19672.35,19900.0,66,363.91
171167,21255.05,21050.0,70,691.53
103272,19543.1,19500.0,28,316.88
137715,19542.65,21450.0,41,7.65
93099,19745.0,21400.0,6,1.11
96707,19646.05,19250.0,62,756.45
112701,19253.8,19950.0,28,35.13
161296,20937.7,20800.0,29,410.75
150322,19765.2,17700.0,14,2143.57
78334,18771.25,19150.0,14,37.99
157872,20267.9,20550.0,27,152.49
130045,19545.75,24000.0,448,213.73
78062,18771.25,19950.0,0,0.63
135099,19731.75,19000.0,255,1822.54
108123,19396.45,19400.0,65,466.93
137817,19542.65,20300.0,69,148.34
114726,19574.9,20000.0,86,335.08
125072,19716.45,20600.0,29,25.77
153161,19811.85,19650.0,8,277.02
154152,19802.0,20350.0,21,36.54
134047,19751.05,19950.0,20,149.32
105614,19365.25,19900.0,0,5.05
83369,19389.0,20450.0,23,9.14
87202,19439.4,18600.0,16,914.66
74782,18688.1,19200.0,0,4.83
151957,19694.0,20950.0,24,7.68
99507,19381.65,19350.0,21,271.81
76401,18755.45,19100.0,24,95.63
86355,19355.9,20000.0,10,11.12
123493,19674.55,19950.0,24,134.42
83134,19389.0,20600.0,9,2.27
170195,21150.15,20850.0,71,813.66
123700,19674.55,20200.0,66,219.32
88286,19384.3,17500.0,78,2153.22
117324,19996.35,18500.0,80,1773.46
116757,19819.95,23000.0,475,482.24
123846,19664.7,19300.0,2,420.44
157887,20267.9,21300.0,27,18.43
165130,20926.35,19700.0,8,1259.33
88474,19413.75,20100.0,0,4.11
86799,19355.9,19350.0,80,548.03
82892,19322.55,17000.0,178,2850.27
173898,21778.7,20150.0,0,1637.54
86888,19355.9,20000.0,171,587.82
86934,19439.4,17800.0,2,1620.58
93356,19745.0,20450.0,20,28.91
79793,18691.2,18700.0,31,292.4
165641,20926.35,21600.0,43,106.98
114413,19574.9,19400.0,16,328.55
87957,19384.3,18150.0,15,1310.1
152075,19694.0,20600.0,38,45.3
174825,21731.4,21000.0,6,811.99
131644,19689.85,20800.0,9,3.87
84738,19497.3,17900.0,7,1591.24
118151,20070.0,19300.0,1,770.0
151333,19731.8,18400.0,41,1521.11
141106,19140.9,18300.0,3,890.44
164501,20906.4,25000.0,16,1.56
97039,19753.8,18000.0,10,1759.9
136163,19671.1,20050.0,22,81.69
129649,19545.75,21100.0,21,4.0
109589,19386.7,17500.0,126,2332.39
113117,19435.3,20000.0,13,24.19
137346,19542.65,21250.0,6,1.21
126193,19638.3,21050.0,6,1.44
160045,20855.1,22200.0,9,2.75
142204,19079.6,19050.0,23,298.77
123087,19674.25,16000.0,461,4847.82
111194,19342.65,18900.0,16,566.23
105145,19465.0,19400.0,15,231.73
76479,18755.45,19300.0,38,103.88
166061,21182.7,20850.0,7,440.69
100314,19517.0,20000.0,27,69.24
103130,19543.1,18450.0,21,1187.58
157177,20133.15,19050.0,28,1223.41
144285,19230.6,20300.0,6,3.21
138715,19122.15,19550.0,1,7.55
138216,19281.75,19950.0,17,27.58
160258,20855.1,20350.0,23,686.66
130940,19512.35,21550.0,10,1.4
116567,19819.95,20100.0,34,183.09
147111,19443.5,19000.0,414,2150.54
174761,21778.7,18500.0,182,3771.26
135674,19811.5,19000.0,72,1153.57
164996,20926.35,20350.0,1,611.87
166848,21456.65,22450.0,6,5.67
92381,19979.15,20500.0,7,14.23
170950,21255.05,22050.0,28,36.85
85033,19497.3,20600.0,21,7.34
117345,19996.35,21100.0,80,97.72
95568,19659.9,20550.0,7,5.0
89529,19564.5,19550.0,20,234.62
108931,19386.7,18650.0,0,756.3
172087,21349.4,20000.0,188,2131.73
75369,18688.1,20000.0,105,107.4
79369,18691.2,16200.0,3,2461.8
78453,18771.25,20300.0,28,5.86
114751,19574.9,18500.0,114,1565.22
146005,19406.7,18500.0,23,1037.87
111555,19342.65,21000.0,212,341.73
175419,21731.4,22850.0,62,80.14
119563,20103.1,24000.0,105,10.77
81803,19189.05,18250.0,27,1052.72
111996,19347.45,20050.0,29,36.38
157673,20267.9,20650.0,13,41.76
103794,19428.3,20150.0,20,25.57
78954,18665.5,19550.0,13,6.37
124961,19716.45,20500.0,22,24.49
78624,18771.25,20000.0,70,59.03
76183,18755.45,17500.0,10,1306.83
147171,19395.3,19900.0,0,4.81
79093,18665.5,18850.0,27,181.15
77315,18816.7,20000.0,282,711.08
148377,19425.35,20850.0,48,21.0
79558,18691.2,18100.0,10,655.7
170877,21255.05,22250.0,21,17.51
135258,19811.5,18650.0,9,1188.94
92727,19979.15,18400.0,42,1709.61
154406,19802.0,20100.0,63,313.22
138545,19281.75,20350.0,66,87.56
77139,18816.7,19250.0,37,132.04
142271,19079.6,18250.0,30,1014.04
112255,19253.8,17900.0,0,1359.72
122791,19674.25,19800.0,27,227.92
114197,19574.9,18600.0,2,973.2
130996,19512.35,18100.0,17,1494.25
108921,19386.7,18100.0,0,1290.71
83218,19389.0,19000.0,16,502.27
126900,19528.75,20550.0,2,2.36
83328,19389.0,18350.0,23,1119.35
91112,19749.25,18600.0,44,1313.82
90361,19711.45,18200.0,45,1658.05
146948,19443.5,20800.0,50,25.56
78034,18771.25,18550.0,0,275.95
168122,21418.65,21750.0,24,136.61
98120,19733.55,13000.0,58,6704.27
135254,19811.5,18300.0,9,1528.32
138746,19122.15,21100.0,1,0.1
119760,20192.35,18650.0,13,1592.95
110680,19306.05,19800.0,31,78.85
140888,19047.25,18100.0,62,1246.05
144251,19230.6,18600.0,6,684.65
137289,19542.65,18100.0,6,1458.09
106438,19310.15,17500.0,13,1841.56
125354,19523.55,18550.0,0,1004.28
88617,19413.75,20050.0,7,7.73
131636,19689.85,20400.0,9,8.63
92011,19833.15,19500.0,71,733.49
80412,18817.4,18750.0,23,282.05
122626,19674.25,20400.0,13,14.38
142676,18989.15,20250.0,1,1.08
91591,19833.15,20950.0,8,3.15
165881,21182.7,20150.0,0,1054.3
107146,19393.6,21500.0,10,1.36
86039,19331.8,18950.0,83,857.1
149185,19443.55,20450.0,73,106.1
154060,19802.0,20400.0,14,25.97
90641,19749.25,18900.0,2,856.55
170855,21255.05,21150.0,21,356.23
123091,19674.25,20000.0,461,1804.52
126078,19523.55,24000.0,91,9.95
99186,19381.65,20600.0,0,0.78
145477,19411.75,19900.0,52,191.08
106262,19365.25,23000.0,133,15.2
112191,19347.45,18000.0,120,1818.63
139001,19122.15,21250.0,15,1.95
160012,20855.1,20550.0,9,426.18
134793,19731.75,19750.0,24,262.87
139002,19122.15,21300.0,15,1.89
146652,19443.5,19200.0,15,394.27
86156,19331.8,21000.0,265,497.53
154895,19794.7,18700.0,34,1249.92
103027,19543.1,19000.0,14,652.08
160491,20855.1,20500.0,51,704.43
152652,19783.4,19900.0,23,210.62
144948,19411.75,18300.0,3,1125.68
172852,21441.35,22500.0,65,99.69
111918,19347.45,19400.0,22,217.67
92762,19979.15,20350.0,42,186.63
87349,19439.4,20650.0,23,7.32
93254,19745.0,21300.0,13,2.33
97306,19753.8,20200.0,31,98.59
101364,19570.85,19000.0,2,604.56
111633,19347.45,20200.0,1,3.33
108393,19444.0,19350.0,8,195.18
106318,19310.15,18250.0,6,1073.77
105979,19365.25,19250.0,21,316.03
107400,19393.6,24000.0,38,3.67
127941,19436.1,20750.0,8,2.0
144293,19230.6,20700.0,6,1.55
121866,19742.35,21200.0,7,1.73
138118,19281.75,19900.0,10,18.13
109587,19386.7,16000.0,126,3697.34
122892,19674.25,21200.0,34,8.27
150634,19765.2,18800.0,42,1169.53
166028,21182.7,19050.0,7,2165.61
104554,19434.55,19000.0,24,601.21
124847,19716.45,19100.0,15,711.1
80071,18817.4,18800.0,2,95.3
114019,19528.8,18950.0,52,856.48
115460,19727.05,18750.0,0,977.42
140685,19047.25,19350.0,27,153.94
132620,19811.35,21000.0,22,7.53
130449,19653.5,20200.0,27,58.17
127228,19528.75,19800.0,23,134.86
120965,19901.4,19400.0,1,578.48
105757,19365.25,21000.0,7,1.31
132244,19811.35,20200.0,1,10.23
171752,21349.4,22050.0,27,44.58
128739,19436.1,19750.0,57,284.41
92620,19979.15,19500.0,21,612.46
160514,20855.1,21650.0,51,112.9
129739,19545.75,19850.0,28,148.7
83106,19389.0,19200.0,9,274.71
110337,19306.05,20150.0,3,3.76
125507,19523.55,18300.0,7,1292.25
149310,19675.45,20500.0,1,4.19
100329,19517.0,20750.0,27,9.71
135490,19811.5,20900.0,23,9.67
76177,18755.45,17000.0,10,1803.1
139552,18857.25,20950.0,0,-0.21
114117,19528.8,20950.0,87,66.28
81796,19189.05,17850.0,27,1431.63
169126,21453.1,20550.0,37,1114.73
160291,20855.1,22000.0,23,10.52
158596,20686.8,21300.0,10,24.19
110606,19306.05,19000.0,24,488.36
76488,18755.45,20150.0,38,11.39
76647,18755.45,19000.0,192,921.05
162533,20969.4,19800.0,6,1227.88
145918,19406.7,19450.0,16,199.1
140602,19047.25,19000.0,20,287.96
79042,18665.5,20000.0,20,4.85
174668,21778.7,21900.0,63,424.67
108550,19444.0,20900.0,15,2.9
129842,19545.75,21300.0,56,15.56
166582,21182.7,22300.0,42,34.01
146960,19443.5,25000.0,50,5.1
167023,21456.65,22450.0,13,7.67
108004,19396.45,19000.0,37,634.54
113411,19435.3,18750.0,55,956.17
168257,21418.65,21100.0,38,633.43
147438,19395.3,21000.0,14,2.62
160500,20855.1,20950.0,51,388.57
159664,20686.8,21500.0,87,219.97
158157,20267.9,20050.0,90,762.25
123446,19674.55,21650.0,17,2.43
100145,19517.0,21050.0,13,2.44
163663,20997.1,21850.0,17,15.94
111773,19347.45,20050.0,8,6.73
98398,19526.55,21200.0,1,0.47
172944,21441.35,20000.0,366,2815.9
136816,19624.7,19400.0,14,366.17
114112,19528.8,19500.0,87,598.31
84583,19497.3,17400.0,0,2067.92
80477,18817.4,18550.0,30,481.37
91695,19833.15,19050.0,15,845.57
125875,19523.55,20950.0,28,7.33
168458,21418.65,25000.0,101,11.14
137539,19542.65,19750.0,20,137.39
78168,18771.25,18250.0,7,594.14
82984,19389.0,19500.0,2,39.96
127118,19528.75,19950.0,16,43.68
170393,21255.05,22000.0,0,5.39
113808,19528.8,19900.0,17,53.26
127200,19528.75,18200.0,23,1435.29
104468,19434.55,21250.0,17,2.53
113094,19435.3,18850.0,13,665.1
106948,19310.15,19500.0,859,2927.55
77465,18856.85,15500.0,8,3352.57
74368,18755.9,18500.0,15,385.98
158360,20686.8,21700.0,3,4.13
95781,19659.9,20200.0,21,38.04
74697,18755.9,17500.0,197,2005.05
101519,19570.85,21150.0,9,1.84
120452,20133.3,20550.0,10,29.51
166824,21456.65,21250.0,6,323.99
97178,19753.8,20850.0,17,6.57
86502,19355.9,20650.0,17,4.43
153902,19802.0,18900.0,7,956.11
76232,18755.45,20000.0,10,2.09
111860,19347.45,19650.0,15,62.81
169971,21150.15,21000.0,29,480.5
94214,19672.35,21350.0,31,6.32
163092,20969.4,20250.0,48,998.9
171801,21349.4,19250.0,34,2234.45
86982,19439.4,20300.0,2,3.52
122319,19742.35,21450.0,70,27.51
104845,19434.55,20000.0,227,868.77
137673,19542.65,19350.0,41,497.44
136262,19671.1,19600.0,43,429.15
80451,18817.4,16900.0,30,1990.43
175412,21731.4,22500.0,62,153.76
82891,19322.55,16000.0,178,3736.42
156555,20096.6,19300.0,57,1080.74
129256,19545.75,19350.0,0,260.02
103346,19543.1,22000.0,49,6.52
142044,19079.6,20350.0,9,2.5
125045,19716.45,19250.0,29,661.7
139808,18857.25,19950.0,14,5.64
105885,19365.25,20950.0,14,2.49
79423,18691.2,19500.0,3,3.6
101851,19570.85,19550.0,51,433.76
91563,19833.15,19550.0,8,360.13
164972,20926.35,19000.0,1,1974.19
155933,20096.6,19450.0,1,705.42
135817,19671.1,19150.0,1,580.74
118187,20070.0,21100.0,1,2.17
106044,19365.25,21050.0,28,4.94
104606,19434.55,20400.0,31,23.57
104824,19434.55,18500.0,136,1549.48
107756,19396.45,19650.0,9,49.38
170104,21150.15,22900.0,36,8.62
96930,19753.8,19700.0,3,130.8
77894,18856.85,18900.0,71,464.13
96382,19646.05,21050.0,13,2.61
130200,19653.5,19850.0,13,97.32
161116,20937.7,19000.0,22,2039.06
160410,20855.1,20900.0,30,303.41
104904,19465.0,19400.0,1,122.37
107872,19396.45,19150.0,16,386.63
126918,19528.75,21450.0,2,0.33
174102,21778.7,20250.0,7,1578.65
104290,19434.55,18350.0,10,1113.35
93208,19745.0,18900.0,13,942.83
97298,19753.8,19800.0,31,278.93
114633,19574.9,19000.0,51,854.18
150894,19731.8,18700.0,6,1091.33
142053,19079.6,20800.0,9,1.69
104398,19434.55,16800.0,17,2651.23
174839,21731.4,21700.0,6,172.86
104663,19434.55,20050.0,45,115.52
80959,18972.1,19050.0,8,104.54
96209,19646.05,18950.0,6,742.34
124393,19664.7,19850.0,37,258.72
115932,19727.05,20900.0,28,10.88
133156,19794.0,20300.0,7,17.68
117685,19993.2,18000.0,16,2046.18
111616,19347.45,19350.0,1,87.54
100710,19597.3,21000.0,3,1.17
129299,19545.75,21500.0,0,-0.01
121336,19901.4,19700.0,22,422.27
112708,19253.8,20300.0,28,15.78
122213,19742.35,21100.0,35,12.51
123133,19674.55,18800.0,3,908.05
107948,19396.45,20900.0,23,4.78
147131,19395.3,17850.0,0,1561.71
147182,19395.3,20450.0,0,1.54
103684,19428.3,20850.0,13,2.61
105333,19465.0,16000.0,43,3543.37
165329,20926.35,21700.0,15,17.24
101869,19570.85,20450.0,51,81.57
170095,21150.15,22450.0,36,22.95
100657,19597.3,18100.0,3,1530.78
136220,19671.1,21000.0,29,7.96
108038,19396.45,20750.0,37,11.83
169632,21150.15,21450.0,8,74.27
107000,19393.6,20700.0,3,1.1
96204,19646.05,18700.0,6,957.6
89623,19564.5,21000.0,27,6.78
131517,19689.85,20300.0,2,5.63
130819,19512.35,21400.0,3,0.47
99774,19381.65,20800.0,56,28.99
77664,18856.85,19850.0,15,6.36
111474,19342.65,20200.0,58,93.29
93096,19745.0,21250.0,6,1.28
143739,19133.25,20900.0,14,2.38
116570,19819.95,18000.0,48,1967.53
168886,21453.1,20850.0,16,744.68
154779,19794.7,20150.0,20,75.3
85441,19331.8,17750.0,6,1626.1
167803,21418.65,18700.0,10,2779.36
92721,19979.15,17800.0,42,2286.49
166987,21456.65,20650.0,13,914.53
91358,19749.25,18000.0,527,3402.61
139564,18857.25,21550.0,0,-0.6
126504,19638.3,19700.0,27,253.98
76460,18755.45,18350.0,38,651.87
74347,18755.9,17100.0,15,1691.6
99907,19381.65,18500.0,147,1574.84
96166,19659.9,21000.0,336,858.04
151031,19731.8,18850.0,13,972.83
137438,19542.65,19300.0,13,381.46
157191,20133.15,19750.0,28,596.4
120962,19901.4,19250.0,1,721.99
88995,19413.75,19800.0,49,205.88
127116,19528.75,19850.0,16,70.5
107886,19396.45,19900.0,16,30.38
106987,19393.6,20050.0,3,5.5
104061,19428.3,19400.0,76,555.55
162026,20901.15,16000.0,21,4944.04
144413,19230.6,20900.0,13,2.44
107126,19393.6,20500.0,10,3.71
79309,18665.5,21000.0,97,18.82
89004,19413.75,20500.0,49,44.32
142684,18989.15,20650.0,1,0.57
139915,18857.25,21200.0,21,2.12
136098,19671.1,20800.0,15,5.57
151993,19694.0,19850.0,31,249.32
136266,19671.1,19800.0,43,320.52
107639,19396.45,20250.0,2,3.48
103323,19543.1,19850.0,49,253.09
76732,18816.7,19850.0,2,1.53
118886,20103.1,19700.0,0,443.75
171979,21349.4,19500.0,69,2120.86
152438,19783.4,19450.0,9,450.89
153950,19802.0,21300.0,7,1.7
113636,19528.8,20950.0,3,1.08
81447,18972.1,23000.0,183,28.07
86031,19331.8,16000.0,83,3556.3
144041,19133.25,19800.0,56,142.6
146301,19406.7,18000.0,79,1723.24
175208,21731.4,21700.0,27,333.12
154137,19802.0,19600.0,21,397.67
167607,21456.65,22000.0,377,1501.41
90098,19711.45,20200.0,10,23.72
169819,21150.15,22150.0,15,10.06
137550,19542.65,20450.0,20,12.21
120170,20192.35,20300.0,76,456.53
111098,19342.65,18600.0,9,795.19
107587,19393.6,20000.0,493,1694.76
172208,21441.35,22150.0,2,6.56
121145,19901.4,20950.0,8,4.33
147400,19395.3,19100.0,14,446.07
126517,19638.3,20350.0,27,32.65
101580,19570.85,19000.0,16,686.25
172181,21441.35,20800.0,2,726.59
130938,19512.35,21450.0,10,1.5
163323,20997.1,19250.0,3,1789.02
94264,19672.35,19900.0,38,249.75
84440,19398.5,19900.0,85,289.56
134581,19731.75,18850.0,10,933.17
138970,19122.15,19700.0,15,28.09
150914,19731.8,19700.0,6,164.21
150641,19765.2,19200.0,42,828.52
80342,18817.4,19000.0,16,107.88
101381,19570.85,19850.0,2,20.34
169337,21453.1,22000.0,100,371.62
175347,21731.4,21900.0,34,272.16
163494,20997.1,20900.0,10,238.31
84517,19398.5,19000.0,176,1266.37
137048,19624.7,20650.0,42,35.34
116060,19727.05,20000.0,84,393.0
75469,18826.0,19750.0,6,3.63
139649,18857.25,18200.0,7,759.09
118539,20070.0,19400.0,22,801.9
100133,19517.0,20450.0,13,6.54
168878,21453.1,19400.0,16,2143.8
121408,19901.4,17800.0,36,2254.11
86963,19439.4,19350.0,2,145.15
105365,19465.0,19950.0,43,147.99
142121,19079.6,18800.0,16,456.54
157392,20133.15,20100.0,56,467.02
85601,19331.8,19600.0,13,68.68
151626,19694.0,20900.0,3,1.62
162722,20969.4,22200.0,13,5.43
162466,20901.15,19000.0,112,2335.43
89860,19564.5,18500.0,167,1760.57
114947,19611.05,19850.0,8,52.93
101410,19570.85,21300.0,2,0.62
140159,18857.25,17000.0,63,2109.94
148135,19425.35,19250.0,20,368.55
137657,19542.65,18100.0,41,1599.64
137679,19542.65,19650.0,41,314.97
113904,19528.8,21000.0,24,5.59
119366,20103.1,20950.0,28,26.91
147807,19395.3,19600.0,77,419.97
139977,18857.25,20500.0,28,5.54
80009,18691.2,21000.0,549,906.13
75723,18826.0,18850.0,20,212.29
145006,19411.75,21250.0,3,0.79
156257,20096.6,19150.0,22,1049.73
136835,19624.7,20350.0,14,14.37
85594,19331.8,19250.0,13,239.61
79792,18691.2,18650.0,31,319.33
96173,19659.9,19000.0,518,2602.97
166827,21456.65,21400.0,6,193.26
140743,19047.25,18450.0,34,822.17
79411,18691.2,18900.0,3,23.38
89661,19564.5,18850.0,48,943.72
111621,19347.45,19600.0,1,17.19
137065,19624.7,21500.0,42,8.14
75451,18826.0,18850.0,6,109.07
136288,19671.1,20900.0,43,23.88
77276,18816.7,19000.0,100,516.57
159000,20686.8,19750.0,24,1083.33
82826,19322.55,20200.0,87,156.33
139540,18857.25,20350.0,0,0.44
111351,19342.65,20900.0,30,6.77
155604,19889.7,20050.0,30,220.7
85740,19331.8,19800.0,20,44.12
120430,20133.3,19450.0,10,754.52
166971,21456.65,19850.0,13,1692.09
171245,21255.05,18000.0,98,3580.5
136370,19671.1,16000.0,71,3857.06
117713,19993.2,19750.0,16,390.42
120292,20133.3,19700.0,3,483.74
127120,19528.75,20050.0,16,31.27
169597,21150.15,19700.0,8,1559.22
169169,21453.1,22700.0,37,22.31
77295,18816.7,18500.0,191,1259.08
167262,21456.65,21550.0,27,267.44
101023,19597.3,21400.0,24,3.77
155114,19794.7,18000.0,125,2257.8
127221,19528.75,19450.0,23,317.14
149828,19675.45,20800.0,43,31.99
133810,19751.05,20750.0,6,4.05
104406,19434.55,17600.0,17,1882.18
93460,19745.0,17600.0,41,2297.99
146215,19406.7,20700.0,51,32.94
167851,21418.65,21300.0,10,278.17
103184,19543.1,21150.0,21,3.6
113502,19435.3,19400.0,90,619.08
172635,21441.35,18100.0,30,3446.68
152465,19783.4,20800.0,9,4.96
88428,19413.75,17800.0,0,1601.55
144970,19411.75,19450.0,3,106.54
161640,20901.15,20250.0,0,710.92
166564,21182.7,21400.0,42,296.29
171158,21255.05,20300.0,70,1304.71
84867,19497.3,18500.0,14,1037.1
134061,19751.05,20750.0,20,10.01
162697,20969.4,20950.0,13,224.69
105722,19365.25,19250.0,7,214.95
127883,19436.1,19300.0,8,250.63
123290,19674.55,19250.0,10,530.34
98039,19733.55,21400.0,30,5.85
112119,19347.45,19450.0,57,371.85
86035,19331.8,18500.0,83,1232.7
152976,19783.4,21000.0,219,535.74
117578,19993.2,19550.0,9,528.79
154882,19794.7,16000.0,34,3864.37
