,S,K,T,ANN_price
118621,20070.0,20850.0,29,29.99
79122,18665.5,17400.0,34,1407.44
136814,19624.7,19300.0,14,456.05
126275,19638.3,19100.0,13,638.52
79737,18691.2,19000.0,24,104.74
133143,19794.0,19650.0,7,253.63
99751,19381.65,19600.0,56,327.24
174253,21778.7,21200.0,14,706.61
90311,19711.45,19800.0,24,208.21
114308,19574.9,18700.0,9,908.33
97090,19753.8,21100.0,10,2.22
142136,19079.6,19550.0,16,38.51
151876,19694.0,20700.0,17,8.47
156268,20096.6,20100.0,22,259.03
154570,19794.7,21200.0,6,1.64
170992,21255.05,19000.0,35,2410.01
135581,19811.5,20400.0,44,123.52
128741,19436.1,19800.0,57,260.95
115286,19611.05,20000.0,50,212.64
123667,19674.55,19600.0,38,398.24
100986,19597.3,19500.0,24,324.96
120042,20192.35,18900.0,41,1454.45
126651,19638.3,19300.0,62,716.04
118445,20070.0,21150.0,15,6.29
117488,19993.2,20900.0,2,3.33
157863,20267.9,20100.0,27,398.93
85930,19331.8,18800.0,55,850.51
76864,18816.7,19550.0,9,6.24
152798,19783.4,20800.0,37,28.21
145305,19411.75,19550.0,24,205.34
140165,18857.25,18250.0,63,984.29
122438,19674.25,18300.0,6,1421.34
163523,20997.1,22350.0,10,2.92
75198,18688.1,18700.0,28,274.9
103909,19428.3,20000.0,27,51.81
96454,19646.05,19750.0,20,180.61
167327,21456.65,21700.0,34,237.02
108122,19396.45,19300.0,65,531.09
100556,19517.0,19500.0,83,584.22
137456,19542.65,20200.0,13,17.83
133182,19794.0,21600.0,7,1.31
162323,20901.15,21250.0,49,265.37
174816,21731.4,20550.0,6,1238.66
138437,19281.75,21450.0,38,5.23
86192,19355.9,17900.0,3,1443.03
135137,19811.5,19050.0,2,794.81
132920,19811.35,22000.0,169,110.0
167511,21456.65,21900.0,76,328.33
78775,18665.5,18400.0,6,341.8
164624,20906.4,21800.0,23,24.88
169156,21453.1,22050.0,37,105.9
144929,19230.6,23000.0,419,277.83
119011,20103.1,19400.0,7,756.53
90655,19749.25,19600.0,2,202.55
77363,18856.85,18700.0,1,199.41
146932,19443.5,19900.0,50,190.49
165536,20926.35,21100.0,29,221.71
102754,19632.55,23000.0,505,490.45
139226,19122.15,21250.0,36,4.93
130641,19653.5,20250.0,83,253.26
131365,19512.35,20400.0,80,155.68
168026,21418.65,21700.0,17,113.18
133538,19794.0,20700.0,49,74.01
108138,19396.45,20400.0,65,80.34
102015,19570.85,21000.0,233,491.89
80244,18817.4,19100.0,9,39.02
79562,18691.2,18300.0,10,477.01
110709,19306.05,21400.0,31,3.97
158217,20267.9,18000.0,391,3490.49
92749,19979.15,19700.0,42,551.92
88618,19413.75,20100.0,7,6.31
77127,18816.7,18650.0,37,436.12
113002,19435.3,19650.0,6,44.58
159862,20855.1,20150.0,2,759.07
108398,19444.0,19600.0,8,76.07
149573,19675.45,21450.0,15,2.59
162469,20901.15,22000.0,112,209.43
102167,19632.55,18000.0,8,1644.13
142765,18989.15,18300.0,8,767.04
161674,20901.15,21950.0,0,2.8
144717,19230.6,18200.0,55,1270.13
172174,21441.35,20450.0,2,1048.53
77511,18856.85,18950.0,8,95.4
110983,19342.65,20150.0,2,3.97
75819,18826.0,17800.0,41,1185.67
116163,19819.95,19200.0,6,654.36
89179,19413.75,24000.0,168,14.72
141705,19140.9,22000.0,59,7.78
116059,19727.05,19900.0,84,448.95
87815,19384.3,17850.0,8,1571.01
132696,19811.35,18000.0,50,1980.19
158189,20267.9,21000.0,118,331.93
164750,20906.4,20350.0,44,842.05
169567,21150.15,17500.0,8,3731.78
174086,21778.7,19300.0,7,2528.3
79585,18691.2,19450.0,10,6.23
133923,19751.05,19750.0,13,195.78
175198,21731.4,21200.0,27,744.25
110260,19265.8,18500.0,307,2015.45
102060,19632.55,18950.0,1,722.1
92225,19979.15,20400.0,0,5.51
110062,19265.8,21400.0,34,4.51
170983,21255.05,17750.0,35,3623.35
95878,19659.9,18600.0,35,1228.78
170864,21255.05,21600.0,21,115.03
102299,19632.55,19550.0,15,248.07
156567,20096.6,20150.0,57,413.46
132854,19811.35,21100.0,78,71.87
104931,19465.0,20750.0,1,0.96
159084,20686.8,23000.0,24,2.9
125208,19716.45,20050.0,64,292.95
85574,19331.8,18000.0,13,1400.48
100154,19517.0,21500.0,13,1.96
88425,19413.75,17600.0,0,1797.38
174975,21731.4,20900.0,13,938.39
151620,19694.0,20600.0,3,4.19
94399,19672.35,20900.0,66,61.58
175168,21731.4,19400.0,27,2448.13
158062,20267.9,19950.0,55,668.24
100010,19517.0,20250.0,6,5.96
142441,19079.6,19700.0,58,170.82
114526,19574.9,21300.0,23,3.81
91120,19749.25,19150.0,44,836.65
140055,18857.25,20200.0,35,12.5
169623,21150.15,21000.0,8,333.32
148126,19425.35,18800.0,20,759.81
149393,19675.45,18150.0,8,1554.82
73503,18716.15,20250.0,2,0.68
163080,20969.4,19200.0,48,1960.34
143740,19133.25,20950.0,14,2.3
147284,19395.3,18800.0,7,680.8
167666,21418.65,21250.0,3,270.31
88372,19384.3,21000.0,169,211.27
100003,19517.0,19900.0,6,22.11
77318,18816.7,18000.0,555,2759.23
174129,21778.7,21600.0,7,296.42
151473,19731.8,19500.0,69,680.8
152198,19694.0,20650.0,66,107.24
94609,19680.6,20700.0,2,2.53
93497,19745.0,20000.0,41,268.44
131240,19512.35,19550.0,52,411.55
129403,19545.75,20350.0,7,5.78
134124,19751.05,19850.0,27,242.24
98335,19526.55,17500.0,1,2025.65
80798,18972.1,19700.0,0,3.97
110707,19306.05,21300.0,31,4.33
100475,19517.0,20750.0,55,42.62
101135,19597.3,19150.0,52,758.31
129954,19545.75,21150.0,84,48.29
152922,19783.4,21250.0,65,37.85
126679,19638.3,21400.0,62,19.1
104340,19434.55,20950.0,10,1.96
88889,19413.75,20700.0,21,6.03
104782,19434.55,21000.0,73,35.04
147146,19395.3,18650.0,0,783.34
155207,19889.7,20200.0,2,17.47
128787,19436.1,21250.0,57,13.8
109676,19265.8,19200.0,6,167.7
132816,19811.35,16000.0,78,3991.24
173868,21778.7,18600.0,0,3155.31
149416,19675.45,19750.0,8,125.39
173883,21778.7,19400.0,0,2371.95
76739,18816.7,20200.0,2,0.78
107382,19393.6,20350.0,38,30.45
126659,19638.3,19850.0,62,350.3
169104,21453.1,19000.0,37,2592.26
85419,19497.3,21000.0,539,1280.77
146409,19443.5,18550.0,1,900.01
139536,18857.25,20150.0,0,0.66
75429,18826.0,17750.0,6,1092.23
169123,21453.1,20400.0,37,1245.57
144397,19230.6,20100.0,13,7.81
174252,21778.7,21150.0,14,750.56
163346,20997.1,20550.0,3,516.61
100569,19517.0,21000.0,83,56.71
145287,19411.75,18650.0,24,915.47
159464,20686.8,20750.0,52,415.12
155237,19889.7,21700.0,2,0.6
169132,21453.1,20850.0,37,854.16
80769,18972.1,18250.0,0,733.43
175480,21731.4,16000.0,90,5857.85
151343,19731.8,19200.0,41,802.2
133553,19794.0,21650.0,49,10.76
116370,19819.95,16000.0,20,3802.93
146028,19406.7,19700.0,23,127.74
131628,19689.85,20000.0,9,44.3
167489,21456.65,20000.0,76,1764.01
103544,19428.3,19150.0,6,366.22
105982,19365.25,19400.0,21,225.59
123295,19674.55,19500.0,10,297.03
151325,19731.8,16500.0,41,3361.77
109224,19386.7,19550.0,14,110.58
130725,19653.5,23000.0,174,42.58
79895,18691.2,18200.0,66,839.88
80267,18817.4,20250.0,9,1.84
114924,19611.05,18500.0,8,1134.21
73709,18716.15,18300.0,16,533.19
152896,19783.4,19500.0,65,699.97
146677,19443.5,20450.0,15,6.79
145722,19406.7,20550.0,2,1.39
148173,19425.35,21150.0,20,3.19
155206,19889.7,20150.0,2,21.44
83464,19389.0,20450.0,30,15.37
99200,19381.65,21300.0,0,0.0
108036,19396.45,20650.0,37,14.28
95402,19659.9,20850.0,0,0.79
161359,20937.7,18000.0,50,3094.83
105717,19365.25,19000.0,7,445.0
169808,21150.15,21600.0,15,59.85
143928,19133.25,21350.0,28,2.94
81790,19189.05,17300.0,27,1958.8
162829,20969.4,20050.0,20,1052.85
91595,19833.15,21150.0,8,1.95
80460,18817.4,17650.0,30,1271.4
125396,19523.55,20650.0,0,0.92
162538,20969.4,20050.0,6,981.28
76626,18755.45,19000.0,101,492.62
165344,20926.35,22450.0,15,3.13
94604,19680.6,20450.0,2,4.67
84624,19497.3,19450.0,0,107.76
117845,19993.2,20150.0,23,175.42
171249,21255.05,22000.0,98,292.62
109709,19265.8,20850.0,6,1.27
154848,19794.7,20600.0,27,28.1
121387,19901.4,20050.0,29,240.44
92769,19979.15,20800.0,42,58.8
98793,19526.55,20650.0,29,15.14
165007,20926.35,20900.0,1,119.29
99605,19381.65,19550.0,28,210.6
140385,19047.25,19600.0,6,13.48
142811,18989.15,20650.0,8,1.66
126856,19528.75,18000.0,2,1537.45
140686,19047.25,19400.0,27,133.13
123284,19674.55,18950.0,10,784.17
158017,20267.9,21400.0,34,20.06
74046,18716.15,17000.0,198,2371.18
131992,19689.85,21100.0,51,25.73
84313,19398.5,18900.0,57,807.14
109615,19386.7,22000.0,217,135.75
134072,19751.05,21300.0,20,4.0
90841,19749.25,21200.0,9,1.92
95767,19659.9,19400.0,21,457.09
115697,19727.05,19500.0,14,355.42
110645,19306.05,17500.0,31,1913.2
130735,19653.5,19000.0,265,1782.68
97087,19753.8,20950.0,10,3.14
129366,19545.75,18300.0,7,1266.2
135422,19811.5,21100.0,16,4.7
144591,19230.6,20000.0,27,28.87
161513,20937.7,22200.0,85,98.06
142779,18989.15,19050.0,8,138.92
168890,21453.1,21050.0,16,566.22
141658,19140.9,19000.0,59,569.71
82044,19189.05,18500.0,90,1122.03
165623,20926.35,20700.0,43,551.57
155343,19889.7,20050.0,9,85.81
140806,19047.25,21600.0,34,2.88
143218,18989.15,20350.0,57,36.27
116712,19819.95,20000.0,111,573.68
164758,20906.4,20800.0,44,473.55
105604,19365.25,19400.0,0,73.57
130722,19653.5,20000.0,174,797.6
81491,19189.05,17800.0,6,1384.45
143377,18989.15,20000.0,239,680.12
77056,18816.7,19400.0,23,31.97
129953,19545.75,21100.0,84,51.64
142435,19079.6,19400.0,58,298.67
137449,19542.65,19850.0,13,57.13
102911,19543.1,18550.0,7,1039.54
153753,19802.0,18750.0,0,1068.9
109643,19265.8,16800.0,6,2465.73
108133,19396.45,20000.0,65,174.62
156631,20096.6,15000.0,120,5288.19
146917,19443.5,19150.0,50,626.27
166808,21456.65,20450.0,6,1062.77
116527,19819.95,19450.0,27,553.88
99946,19381.65,23000.0,511,445.24
89928,19711.45,18800.0,3,899.08
110831,19306.05,20700.0,59,30.14
104928,19465.0,20600.0,1,1.22
87811,19384.3,17650.0,8,1777.12
103046,19543.1,20000.0,14,31.59
117007,19996.35,17600.0,17,2417.21
147804,19395.3,19300.0,77,613.81
138724,19122.15,20000.0,1,3.31
93236,19745.0,20400.0,13,21.15
171183,21255.05,22050.0,70,178.14
96051,19659.9,20700.0,63,80.02
155939,20096.6,19750.0,1,412.35
130040,19545.75,19000.0,448,2318.02
80813,18972.1,22000.0,0,-0.46
155148,19794.7,22000.0,398,646.63
164437,20906.4,19450.0,16,1555.4
84968,19497.3,16400.0,21,3105.37
163059,20969.4,21850.0,34,40.71
167627,21418.65,19000.0,3,2433.21
168528,21453.1,20850.0,2,660.74
152644,19783.4,19000.0,23,941.63
119922,20192.35,20200.0,20,230.2
175002,21731.4,22300.0,13,32.96
103135,19543.1,18700.0,21,952.34
153799,19802.0,21050.0,0,0.88
167672,21418.65,21550.0,3,76.87
147301,19395.3,19650.0,7,50.11
80236,18817.4,18700.0,9,212.41
112260,19253.8,18200.0,0,1065.96
149081,19443.55,20950.0,45,14.01
103778,19428.3,19350.0,20,286.57
132084,19689.85,20250.0,79,263.37
167855,21418.65,21500.0,10,152.72
105638,19365.25,21100.0,0,0.1
92156,19833.15,19500.0,889,3351.22
78202,18771.25,19950.0,7,1.79
106082,19365.25,19300.0,42,409.05
139184,19122.15,19150.0,36,342.31
138409,19281.75,20050.0,38,65.98
101866,19570.85,20300.0,51,111.82
94255,19672.35,19450.0,38,516.43
119503,20103.1,19600.0,77,914.3
102000,19570.85,23000.0,142,19.71
93823,19672.35,19300.0,3,435.52
122630,19674.25,20600.0,13,6.77
89414,19564.5,20250.0,13,13.8
123759,19674.55,22000.0,94,19.18
141285,19140.9,20650.0,10,2.21
142989,18989.15,20050.0,22,10.34
133908,19751.05,19000.0,13,836.15
131145,19512.35,20200.0,24,30.49
84742,19497.3,18100.0,7,1392.11
137160,19624.7,20150.0,70,233.24
130720,19653.5,18000.0,174,2266.81
153891,19802.0,18100.0,7,1746.52
87421,19439.4,18700.0,51,983.33
153910,19802.0,19300.0,7,589.3
96260,19646.05,21500.0,6,1.01
157164,20133.15,18200.0,28,2045.97
103172,19543.1,20550.0,21,9.61
156581,20096.6,21000.0,57,92.88
156765,20133.15,21650.0,0,0.58
143236,18989.15,21250.0,57,9.48
148048,19425.35,20400.0,13,6.45
161036,20937.7,21600.0,15,28.87
96559,19646.05,18550.0,34,1230.83
101488,19570.85,19600.0,9,145.11
98392,19526.55,20900.0,1,0.77
93816,19672.35,18950.0,3,769.34
143416,19133.25,17900.0,0,1249.32
164296,20906.4,20150.0,9,845.1
89792,19564.5,20500.0,76,118.37
158940,20686.8,16500.0,24,4208.2
112622,19253.8,19600.0,21,81.18
167024,21456.65,22500.0,13,7.49
135309,19811.5,21250.0,9,2.03
134996,19731.75,19400.0,73,768.79
78941,18665.5,18900.0,13,71.6
170276,21150.15,21000.0,99,832.04
112690,19253.8,19400.0,28,212.72
166806,21456.65,20350.0,6,1153.69
137547,19542.65,20200.0,20,28.32
147917,19425.35,19550.0,6,85.52
139706,18857.25,21050.0,7,0.84
86684,19355.9,18850.0,52,796.09
125171,19716.45,21250.0,36,8.57
139072,19122.15,20500.0,22,5.67
151339,19731.8,19000.0,41,970.22
171579,21349.4,22750.0,13,4.15
118043,19993.2,21500.0,79,46.88
123311,19674.55,20300.0,10,14.61
148568,19443.55,18750.0,3,749.73
168284,21418.65,22450.0,38,35.3
112227,19347.45,16000.0,484,4569.5
106504,19310.15,21150.0,13,2.11
164476,20906.4,21400.0,16,35.45
140758,19047.25,19200.0,34,270.71
147950,19425.35,21200.0,6,1.19
84780,19497.3,20000.0,7,14.02
110815,19306.05,19500.0,59,334.58
121291,19901.4,21700.0,15,2.56
88875,19413.75,19500.0,21,191.46
129506,19545.75,19900.0,14,49.79
110705,19306.05,21200.0,31,4.69
111955,19347.45,16000.0,29,3387.42
164472,20906.4,21200.0,16,90.86
130098,19653.5,20550.0,6,4.83
96726,19646.05,20200.0,62,187.25
117164,19996.35,19850.0,24,349.54
156671,20096.6,24000.0,393,233.64
76701,18816.7,18300.0,2,530.39
159985,20855.1,19000.0,9,1880.35
107891,19396.45,20400.0,16,6.8
90302,19711.45,19300.0,24,566.7
104288,19434.55,18200.0,10,1260.87
123405,19674.55,19300.0,17,523.33
115799,19727.05,19600.0,21,311.68
114844,19611.05,20100.0,1,5.02
97956,19733.55,21450.0,23,3.71
146464,19443.5,21300.0,1,0.34
171054,21255.05,22400.0,35,26.6
84784,19497.3,20200.0,7,6.16
135256,19811.5,18500.0,9,1334.56
115955,19727.05,18000.0,49,1882.9
75832,18826.0,18600.0,41,502.94
117249,19996.35,20300.0,45,231.03
156507,20096.6,21100.0,36,28.22
159036,20686.8,20650.0,24,318.27
98765,19526.55,19250.0,29,516.24
165851,21182.7,18500.0,0,2670.0
81135,18972.1,18500.0,22,618.53
119045,20103.1,21100.0,7,4.18
149436,19675.45,20750.0,8,4.06
87519,19439.4,15000.0,79,4563.88
115153,19611.05,21050.0,22,5.33
115427,19611.05,17000.0,477,3946.04
136918,19624.7,20100.0,21,46.25
128133,19436.1,20150.0,15,19.09
77647,18856.85,18750.0,15,255.0
113629,19528.8,20600.0,3,2.08
171243,21255.05,16000.0,98,5448.56
152666,19783.4,20750.0,23,17.54
170542,21255.05,19700.0,7,1625.55
168022,21418.65,21500.0,17,205.56
157404,20133.15,20700.0,56,173.76
126513,19638.3,20150.0,27,63.6
120298,20133.3,20000.0,3,200.22
149422,19675.45,20050.0,8,31.69
118309,20070.0,21050.0,8,4.62
151480,19731.8,19950.0,69,388.39
88429,19413.75,17850.0,0,1552.59
173059,21654.75,22600.0,1,4.81
84280,19398.5,20700.0,29,7.96
172839,21441.35,21450.0,65,518.95
89424,19564.5,20750.0,13,4.1
156871,20133.15,19350.0,7,845.36
118805,20070.0,18500.0,106,1958.51
165017,20926.35,21400.0,1,7.2
107989,19396.45,13000.0,37,6309.46
79359,18665.5,18000.0,1098,3962.59
163368,20997.1,21650.0,3,6.49
102308,19632.55,20000.0,15,48.18
119519,20103.1,21000.0,77,131.95
124207,19664.7,20900.0,23,7.43
151328,19731.8,17800.0,41,2102.1
124570,19716.45,18650.0,1,1064.37
162429,20901.15,21750.0,84,194.69
98003,19733.55,19400.0,30,546.76
166535,21182.7,19900.0,42,1475.16
95364,19659.9,18950.0,0,744.35
161665,20901.15,21500.0,0,5.7
152475,19783.4,21300.0,9,2.04
85866,19331.8,20400.0,27,13.98
160231,20855.1,19000.0,23,1959.12
136690,19624.7,19350.0,7,353.62
127877,19436.1,19150.0,8,388.15
104058,19428.3,19100.0,76,774.89
157772,20267.9,20850.0,20,31.97
86471,19355.9,19100.0,17,398.1
76454,18755.45,17900.0,38,1034.83
170769,21255.05,22000.0,14,22.49
135277,19811.5,19650.0,9,269.27
169068,21453.1,21950.0,30,101.18
113726,19528.8,20300.0,10,6.69
131606,19689.85,18800.0,9,930.29
168264,21418.65,21450.0,38,377.52
162292,20901.15,19200.0,49,1917.26
147300,19395.3,19600.0,7,66.79
156068,20096.6,19200.0,8,949.55
119938,20192.35,21300.0,20,7.55
138210,19281.75,19650.0,17,69.16
112326,19253.8,21500.0,0,-0.41
110311,19306.05,18850.0,3,499.08
172356,21441.35,19900.0,9,1624.35
77967,18856.85,16000.0,190,3358.57
141860,19140.9,19500.0,786,2666.5
146182,19406.7,19000.0,51,738.34
91223,19749.25,19050.0,72,1050.78
164197,20906.4,22300.0,2,1.23
148171,19425.35,21050.0,20,3.52
80076,18817.4,19050.0,2,19.91
75371,18688.1,24000.0,105,10.74
136093,19671.1,20550.0,15,8.52
99909,19381.65,20000.0,147,507.61
141500,19140.9,18400.0,31,931.24
149052,19443.55,19500.0,45,362.38
168268,21418.65,21650.0,38,273.02
173373,21654.75,22500.0,15,18.73
127907,19436.1,19900.0,8,23.03
163131,20969.4,22250.0,48,32.29
130451,19653.5,20400.0,27,29.79
161787,20901.15,19550.0,7,1417.08
112426,19253.8,18650.0,7,677.98
110009,19265.8,18400.0,34,1037.87
82172,19322.55,17000.0,3,2294.1
76219,18755.45,19300.0,10,17.21
95038,19680.6,19200.0,37,721.29
97583,19753.8,20000.0,241,1111.15
124606,19716.45,20450.0,1,4.53
87954,19384.3,17900.0,15,1547.85
146730,19443.5,17500.0,22,2015.43
121661,19742.35,18400.0,0,1369.25
150855,19765.2,19000.0,224,1752.01
105354,19465.0,19400.0,43,405.66
129751,19545.75,20600.0,28,17.5
172182,21441.35,20850.0,2,679.52
157652,20267.9,19500.0,13,850.63
144243,19230.6,17950.0,6,1298.55
93774,19745.0,22000.0,887,1821.64
101136,19597.3,19200.0,52,717.21
89548,19564.5,20950.0,20,4.83
154507,19794.7,17500.0,6,2323.6
87408,19439.4,17500.0,51,2099.62
157786,20267.9,21550.0,20,6.54
108548,19444.0,20800.0,15,3.42
82354,19322.55,20150.0,10,6.27
151606,19694.0,19900.0,3,45.14
100831,19597.3,21200.0,10,2.04
89689,19564.5,20950.0,48,20.96
91593,19833.15,21050.0,8,2.25
127901,19436.1,19750.0,8,38.13
148596,19443.55,20150.0,3,5.4
161653,20901.15,20900.0,0,118.92
142817,18989.15,20950.0,8,1.36
100991,19597.3,19750.0,24,187.96
172828,21441.35,20600.0,65,1194.83
110002,19265.8,17700.0,34,1693.12
86169,19331.8,18000.0,538,3107.56
114129,19528.8,15000.0,115,4734.13
87208,19439.4,18900.0,16,645.43
165335,20926.35,22000.0,15,7.14
113504,19435.3,19600.0,90,490.78
87738,19384.3,21000.0,1,0.51
74764,18688.1,18300.0,0,425.79
104121,19428.3,23000.0,139,17.4
78213,18771.25,23000.0,7,0.78
154268,19802.0,18900.0,35,1082.3
140910,19047.25,19300.0,62,345.28
155119,19794.7,23000.0,125,16.59
114022,19528.8,19100.0,52,733.32
82542,19322.55,18250.0,24,1158.01
73448,18716.15,17500.0,2,1228.96
78021,18771.25,17900.0,0,883.11
169637,21150.15,21700.0,8,26.9
164161,20906.4,20500.0,2,485.7
77058,18816.7,19850.0,23,9.48
138875,19122.15,20500.0,8,1.81
147278,19395.3,18400.0,7,1054.66
93447,19745.0,20000.0,34,219.9
120894,20133.3,19000.0,101,1557.92
171551,21349.4,21350.0,13,218.46
120163,20192.35,19800.0,76,815.35
162095,20901.15,21550.0,21,33.43
90679,19749.25,20800.0,2,1.91
104860,19434.55,18000.0,500,3087.78
85621,19331.8,20600.0,13,3.22
123438,19674.55,21200.0,17,3.25
125330,19523.55,12000.0,0,7376.31
135981,19671.1,20850.0,8,2.7
164475,20906.4,21350.0,16,46.52
80764,18972.1,18000.0,0,971.14
85438,19331.8,17550.0,6,1828.69
79301,18665.5,13000.0,97,5744.64
108256,19444.0,18750.0,1,701.41
130305,19653.5,19000.0,20,773.86
113885,19528.8,20050.0,24,47.43
129740,19545.75,19900.0,28,127.74
172401,21441.35,22350.0,9,7.23
89683,19564.5,20000.0,48,179.46
148934,19443.55,19800.0,24,103.34
170073,21150.15,21350.0,36,302.1
107130,19393.6,20700.0,10,2.19
77112,18816.7,17750.0,37,1217.91
162242,20901.15,21650.0,28,39.9
152295,19783.4,18950.0,2,880.15
99012,19526.55,19000.0,85,995.35
136731,19624.7,21400.0,7,1.26
173702,21654.75,19000.0,64,2875.48
171043,21255.05,21850.0,35,102.83
173509,21654.75,19000.0,29,2776.85
77900,18856.85,19200.0,71,302.77
168124,21418.65,21850.0,24,95.57
77381,18856.85,19600.0,1,3.91
135398,19811.5,19850.0,16,187.46
92537,19979.15,20700.0,14,13.89
164331,20906.4,21900.0,9,5.71
122359,19742.35,18000.0,98,2120.97
86879,19355.9,11000.0,171,8505.14
110282,19265.8,19500.0,852,2886.69
154778,19794.7,20100.0,20,95.63
99447,19381.65,20750.0,14,3.04
145598,19411.75,20500.0,80,109.17
76427,18755.45,18700.0,31,335.41
74553,18755.9,18200.0,43,788.69
86050,19331.8,19550.0,83,435.99
126669,19638.3,20400.0,62,132.2
123878,19664.7,20900.0,2,1.2
167404,21456.65,22250.0,41,80.82
144960,19411.75,18950.0,3,529.54
146956,19443.5,21300.0,50,10.52
123885,19664.7,21250.0,2,0.83
151249,19731.8,19400.0,27,559.4
146218,19406.7,20850.0,51,24.51
161651,20901.15,20800.0,0,199.07
103152,19543.1,19550.0,21,242.97
84972,19497.3,17000.0,21,2522.69
78515,18771.25,19150.0,35,148.58
109404,19386.7,19700.0,35,177.47
167823,21418.65,19900.0,10,1594.23
157868,20267.9,20350.0,27,244.77
133536,19794.0,20600.0,49,94.87
144588,19230.6,19850.0,27,46.17
145501,19411.75,21100.0,52,15.23
154077,19802.0,21250.0,14,2.86
142123,19079.6,18900.0,16,370.32
170357,21255.05,20200.0,0,1093.42
78333,18771.25,19100.0,14,49.29
125404,19523.55,21050.0,0,0.33
168278,21418.65,22150.0,38,79.63
112263,19253.8,18350.0,0,919.08
82535,19322.55,17850.0,24,1544.99
111631,19347.45,20100.0,1,4.18
137995,19281.75,20400.0,3,1.96
152416,19783.4,18100.0,9,1743.32
82320,19322.55,18450.0,10,896.54
125568,19523.55,21550.0,7,0.91
162982,20969.4,20050.0,27,1088.53
170729,21255.05,19600.0,14,1749.43
77537,18856.85,20250.0,8,1.76
108229,19396.45,19000.0,492,2323.57
169053,21453.1,21000.0,30,688.25
125522,19523.55,19250.0,7,382.83
77122,18816.7,18400.0,37,644.97
131357,19512.35,20000.0,80,302.92
124295,19664.7,20300.0,30,51.64
125351,19523.55,18400.0,0,1151.16
103690,19428.3,21150.0,13,2.28
144411,19230.6,20800.0,13,2.55
90233,19711.45,20750.0,17,7.07
118660,20070.0,20050.0,43,382.27
129387,19545.75,19550.0,7,140.93
151622,19694.0,20700.0,3,3.33
88969,19413.75,18200.0,49,1398.24
102174,19632.55,18450.0,8,1203.92
94903,19680.6,21500.0,16,2.58
130339,19653.5,20750.0,20,7.45
161938,20901.15,20550.0,14,515.09
170060,21150.15,20700.0,36,774.25
140186,18857.25,19350.0,63,242.57
171854,21349.4,22150.0,34,52.82
128281,19436.1,17750.0,22,1771.65
100220,19517.0,20000.0,20,42.61
161643,20901.15,20400.0,0,571.78
154039,19802.0,19250.0,14,671.95
86989,19439.4,20650.0,2,1.12
97043,19753.8,18650.0,10,1124.22
155464,19889.7,21300.0,16,3.71
93621,19745.0,19950.0,69,403.0
75924,18826.0,18500.0,76,748.37
175215,21731.4,22050.0,27,158.96
134342,19751.05,23000.0,76,9.27
149507,19675.45,17900.0,15,1833.61
145105,19411.75,20250.0,10,6.6
174989,21731.4,21650.0,13,266.08
134233,19751.05,21700.0,48,9.22
168246,21418.65,20500.0,38,1142.97
140048,18857.25,19850.0,35,27.18
163801,20997.1,21650.0,24,36.58
155525,19889.7,20900.0,23,11.17
137026,19624.7,19550.0,42,415.08
174610,21778.7,21300.0,35,734.0
78206,18771.25,20150.0,7,1.5
174497,21778.7,22300.0,28,78.0
173920,21778.7,21250.0,0,583.01
78669,18771.25,13000.0,98,5850.18
116096,19727.05,23000.0,112,13.19
139330,19122.15,19750.0,64,177.05
119577,20103.1,19000.0,196,1907.57
123707,19674.55,21000.0,66,46.69
100606,19517.0,19000.0,146,1255.49
110486,19306.05,20500.0,10,2.87
161383,20937.7,20550.0,50,726.94
153935,19802.0,20550.0,7,6.37
85002,19497.3,19000.0,21,629.25
78450,18771.25,19000.0,28,169.95
126748,19638.3,19950.0,90,413.02
162322,20901.15,21200.0,49,289.16
107641,19396.45,20350.0,2,2.63
93626,19745.0,20200.0,69,285.76
138985,19122.15,20450.0,15,3.71
136689,19624.7,19300.0,7,400.69
156383,20096.6,20650.0,29,67.1
96453,19646.05,19700.0,20,205.21
153046,19811.85,20500.0,1,5.11
139067,19122.15,20050.0,22,16.24
162530,20969.4,19650.0,6,1350.99
128327,19436.1,19300.0,22,348.63
126986,19528.75,18050.0,9,1513.84
145121,19411.75,21050.0,10,2.08
175577,21731.4,19000.0,363,3835.38
167999,21418.65,20200.0,17,1331.97
144766,19230.6,20950.0,55,15.81
123292,19674.55,19350.0,10,436.84
77273,18816.7,16000.0,100,3089.42
118438,20070.0,20800.0,15,15.97
75323,18688.1,18400.0,77,727.99
168672,21453.1,18500.0,9,3004.07
121121,19901.4,19750.0,8,282.71
105848,19365.25,19100.0,14,402.38
165911,21182.7,21650.0,0,8.66
111123,19342.65,19850.0,9,19.68
147154,19395.3,19050.0,0,412.3
74341,18755.9,15500.0,15,3266.42
117721,19993.2,20150.0,16,127.05
162562,20969.4,21250.0,6,48.21
110166,19265.8,19900.0,62,162.2
105734,19365.25,19850.0,7,16.13
142787,18989.15,19450.0,8,25.94
146934,19443.5,20000.0,50,152.19
153769,19802.0,19550.0,0,317.05
76849,18816.7,18800.0,9,149.7
79561,18691.2,18250.0,10,522.03
73919,18716.15,20000.0,44,19.96
165340,20926.35,22250.0,15,4.91
171182,21255.05,22000.0,70,193.19
74870,18688.1,17350.0,7,1378.37
93083,19745.0,20600.0,6,5.17
154298,19802.0,20550.0,35,52.0
139696,18857.25,20550.0,7,1.33
112414,19253.8,17850.0,7,1450.3
142802,18989.15,20200.0,8,2.76
