,S,K,T,LSTM_price
680,19523.55,19850.0,0.0,14.32
681,20901.15,19750.0,7.0,1150.41
682,19310.15,19700.0,69.0,297.84
683,20133.3,18900.0,38.0,1361.5
684,21349.4,21250.0,6.0,302.07
685,19765.2,19150.0,0.0,552.55
686,19819.95,17900.0,6.0,1874.04
687,19435.3,20400.0,55.00000000000001,48.91
688,20901.15,22200.0,28.0,8.1
689,19979.15,19750.0,28.0,408.28
690,19742.35,21700.0,35.0,6.74
691,19802.0,20300.0,0.0,9.52
692,18989.15,20200.0,22.0,8.03
693,19355.9,18450.0,3.0,833.97
694,19751.05,19450.0,6.0,323.63
695,20070.0,20200.0,1.0,66.2
696,21778.7,23000.0,35.0,37.27
697,19671.1,20300.0,71.0,190.32
698,19384.3,18700.0,15.0,713.02
699,19749.25,17900.0,44.0,1939.4
700,19435.3,22000.0,118.00000000000001,6.94
701,19731.8,18500.0,13.0,1218.59
702,21778.7,23150.0,0.0,7.5
703,21349.4,17000.0,97.0,4573.6
704,21453.1,21150.0,2.0,382.12
705,19079.6,21650.0,30.0,6.74
706,19079.6,20300.0,58.0,15.87
707,19381.65,19900.0,84.0,332.7
708,19689.85,20600.0,9.0,8.36
709,19465.0,19900.0,1.0,9.63
710,19632.55,19600.0,8.0,169.82
711,19733.55,19900.0,58.0,351.7
712,21418.65,22200.0,38.0,124.4
713,19047.25,18750.0,34.0,426.45
714,19355.9,18000.0,171.0,1947.75
715,19745.0,19950.0,27.0,160.74
716,20997.1,22100.0,10.0,8.26
717,19528.75,21200.0,23.0,6.83
718,19749.25,19000.0,163.0,1457.85
719,18691.2,15000.0,3.0,3638.81
720,19674.25,18200.0,6.0,1451.02
721,20901.15,20450.0,0.0,472.51
722,19444.0,19950.0,64.0,202.35
723,19811.85,20100.0,1.0,35.71
724,20070.0,21000.0,29.0,8.94
725,19742.35,18600.0,35.0,1260.6
726,19406.7,17500.0,51.00000000000001,2015.87
727,21453.1,20650.0,9.0,832.89
728,19443.5,19450.0,50.0,381.82
729,19889.7,20200.0,58.0,291.95
730,19436.1,19100.0,8.0,358.4
731,21418.65,22000.0,192.0,841.08
732,19811.5,20700.0,44.0,39.38
733,19079.6,21250.0,30.0,6.74
734,19517.0,21200.0,6.0,6.74
735,20926.35,20300.0,22.0,743.52
736,20133.3,24000.0,10.0,6.75
737,19689.85,20850.0,16.0,7.9
738,20192.35,20900.0,40.99999999999999,79.45
739,19751.05,18100.0,13.0,1628.01
740,19230.6,20150.0,20.0,8.79
741,19564.5,20050.0,6.0,9.47
742,18755.45,17450.0,3.0,1309.2
743,21654.75,20500.0,64.0,1471.68
744,19384.3,19450.0,22.0,197.96
745,19672.35,21250.0,17.0,6.96
746,21731.4,22150.0,20.0,162.98
747,19079.6,19250.0,23.0,148.06
748,19597.3,21450.0,3.0,6.74
749,19574.9,19600.0,9.0,145.07
750,18816.7,18900.0,37.0,263.44
751,19731.75,19100.0,3.0,622.78
752,19694.0,20650.0,24.0,8.82
753,19406.7,20400.0,23.0,8.63
754,19733.55,19850.0,9.0,95.28
755,19597.3,19600.0,3.0,126.4
756,18857.25,20350.0,28.0,7.54
757,19783.4,20000.0,16.0,110.59
758,18972.1,19050.0,15.0,161.78
759,19528.8,19900.0,3.0,13.79
760,19996.35,19950.0,31.0,294.76
761,20926.35,18200.0,15.0,2724.24
762,19439.4,18900.0,9.0,545.9
763,19384.3,17750.0,8.0,1604.04
764,19794.0,20000.0,259.0,1189.77
765,19428.3,19500.0,13.0,157.8
766,18688.1,17100.0,42.0,1710.73
767,19765.2,21500.0,14.0,6.74
768,19331.8,19100.0,13.0,303.09
769,19079.6,19350.0,2.0,34.66
770,19523.55,21200.0,14.0,6.74
771,19674.25,20250.0,6.0,9.28
772,21731.4,23300.0,62.0,79.0
773,20267.9,19400.0,55.00000000000001,1096.9
774,19671.1,20500.0,71.0,146.11
775,21778.7,20900.0,14.0,945.69
776,19753.8,20000.0,241.0,1080.06
777,19979.15,19400.0,7.0,543.81
778,19381.65,18500.0,0.0,832.23
779,19659.9,19850.0,35.0,222.39
780,19428.3,18750.0,20.0,736.35
781,19355.9,20200.0,80.0,174.58
782,19306.05,17900.0,10.0,1363.68
783,19497.3,20750.0,14.0,7.89
784,19680.6,20450.0,2.0,8.71
785,19751.05,17900.0,13.0,1822.61
786,18755.9,18900.0,15.0,133.98
787,19733.55,19800.0,86.00000000000001,536.15
788,19979.15,18600.0,0.0,1302.71
789,21418.65,20050.0,38.0,1488.53
790,19765.2,19100.0,70.0,983.66
791,19811.35,18700.0,50.0,1263.48
792,21456.65,21350.0,13.0,341.07
793,18972.1,20100.0,29.0,8.53
794,19811.5,20150.0,16.0,64.67
795,19745.0,20800.0,40.99999999999999,15.81
796,18755.9,18000.0,78.0,1088.2
797,19993.2,20900.0,9.0,8.52
798,21150.15,22400.0,8.0,7.57
799,19731.8,21200.0,13.0,7.2
800,21453.1,18200.0,9.0,3207.03
801,19979.15,21300.0,7.0,7.52
802,19528.8,20250.0,24.0,9.28
803,20997.1,20400.0,17.0,703.15
804,19731.8,18850.0,13.0,878.15
805,19396.45,18150.0,2.0,1188.2
806,19253.8,19300.0,7.0,129.53
807,21778.7,21600.0,35.0,556.42
808,20937.7,20650.0,1.0,341.91
809,19901.4,19100.0,8.0,771.63
810,19512.35,21100.0,17.0,6.87
811,19745.0,21000.0,342.0,886.57
812,18817.4,20300.0,16.0,7.39
813,19794.0,19050.0,14.0,747.76
814,19733.55,19100.0,86.00000000000001,1040.25
815,19811.85,19650.0,36.0,437.81
816,21453.1,20900.0,23.0,731.23
817,20906.4,21300.0,79.0,438.19
818,19745.0,19150.0,6.0,514.39
819,19674.55,19800.0,17.0,144.39
820,19543.1,18500.0,21.0,1056.78
821,20267.9,23000.0,391.0,461.9
822,21453.1,22700.0,37.0,22.15
823,19624.7,19000.0,14.0,638.9
824,18665.5,19050.0,6.0,35.57
825,19783.4,19900.0,30.0,234.17
826,19465.0,20400.0,15.0,8.69
827,19528.75,19350.0,9.0,234.23
828,19833.15,19550.0,71.0,705.98
829,19281.75,25000.0,157.0,7.96
830,21418.65,20900.0,73.0,988.4
831,19528.8,20950.0,24.0,7.56
832,19140.9,19500.0,87.0,363.78
833,19574.9,21050.0,9.0,7.12
834,19439.4,18950.0,51.00000000000001,731.66
835,19443.55,20950.0,44.99999999999999,7.95
836,19751.05,19750.0,20.0,226.92
837,19901.4,21250.0,36.0,7.91
838,19310.15,20500.0,69.0,72.25
839,19122.15,18650.0,64.0,804.45
840,20855.1,19400.0,23.0,1469.9
841,19671.1,19750.0,1.0,69.77
842,20096.6,21300.0,56.99999999999999,38.7
843,19122.15,17900.0,36.0,1315.09
844,19528.8,20950.0,17.0,7.4
845,19979.15,20050.0,21.0,192.2
846,19543.1,19250.0,21.0,410.84
847,21453.1,22900.0,72.0,114.63
848,19733.55,18400.0,30.0,1380.97
849,19996.35,20150.0,10.0,92.15
850,19230.6,18000.0,83.0,1524.62
851,19230.6,20750.0,13.0,7.19
852,19996.35,19600.0,44.99999999999999,633.02
853,20103.1,20300.0,77.0,419.38
854,19444.0,21200.0,1.0,6.74
855,19386.7,18550.0,0.0,806.13
856,19230.6,18650.0,55.00000000000001,822.66
857,19833.15,20000.0,8.0,79.04
858,19674.25,20600.0,69.0,122.7
859,19230.6,20250.0,20.0,8.55
860,21778.7,21050.0,0.0,733.2
861,19331.8,20450.0,20.0,8.2
862,21441.35,19600.0,16.0,1908.96
863,19624.7,19450.0,70.0,605.61
864,21255.05,19100.0,7.0,2092.05
865,21182.7,20400.0,21.0,841.4
866,19395.3,19700.0,28.0,128.79
867,19310.15,19050.0,40.99999999999999,519.04
868,19564.5,19200.0,6.0,339.52
869,19444.0,19650.0,64.0,335.98
870,21731.4,20800.0,6.0,939.51
871,21255.05,20650.0,35.0,801.6
872,18856.85,19100.0,36.0,195.91
873,19680.6,19850.0,23.0,168.32
874,18989.15,19350.0,8.0,39.62
875,19444.0,18050.0,1.0,1344.05
876,19140.9,19100.0,3.0,144.11
877,19543.1,22000.0,140.0,46.77
878,21453.1,20950.0,2.0,540.21
879,19347.45,22000.0,211.0,134.38
880,19745.0,19650.0,13.0,219.39
881,18989.15,20200.0,1.0,7.63
882,19819.95,19900.0,48.0,327.72
883,18665.5,17100.0,6.0,1578.81
884,18688.1,19000.0,0.0,25.78
885,19435.3,24000.0,482.0,200.63
886,19523.55,21500.0,14.0,6.74
887,19140.9,18950.0,3.0,218.33
888,18755.9,18750.0,1.0,127.3
889,19811.85,20500.0,36.0,77.07
890,19497.3,18100.0,7.0,1340.49
891,19347.45,21300.0,29.0,6.74
892,19694.0,19750.0,38.0,323.85
893,18691.2,18700.0,38.0,308.36
894,19310.15,20300.0,6.0,8.3
895,19512.35,20550.0,17.0,8.24
896,19664.7,21400.0,16.0,6.74
897,18856.85,17450.0,8.0,1401.78
898,19778.3,17400.0,36.0,2420.24
899,19711.45,20200.0,44.99999999999999,147.12
900,19265.8,17700.0,34.0,1645.46
901,18771.25,17200.0,7.0,1567.23
902,18816.7,19900.0,2.0,8.03
903,19811.85,17500.0,8.0,2287.48
904,19523.55,19750.0,0.0,39.29
905,19794.7,19150.0,34.0,816.68
906,21182.7,19400.0,7.0,1729.36
907,21654.75,21600.0,64.0,658.51
908,18817.4,20300.0,2.0,7.13
909,19443.5,19600.0,8.0,89.59
910,19281.75,18000.0,430.0,2849.81
911,19355.9,19900.0,80.0,269.4
912,19689.85,21250.0,9.0,6.77
913,21456.65,22700.0,40.99999999999999,41.34
914,20926.35,22100.0,8.0,8.01
915,20906.4,21650.0,30.0,83.67
916,19384.3,20900.0,1.0,6.98
917,19731.8,22000.0,768.0,1564.89
918,20969.4,20800.0,20.0,385.96
919,21255.05,19600.0,14.0,1617.51
920,20937.7,19250.0,1.0,1615.54
921,19794.0,21500.0,7.0,6.74
922,18857.25,17900.0,0.0,921.42
923,20901.15,24000.0,21.0,6.75
924,19542.65,20300.0,6.0,8.87
925,20133.15,25000.0,391.99999999999994,124.25
926,19742.35,21500.0,35.0,6.98
927,19727.05,17850.0,0.0,1813.3
928,19265.8,19750.0,62.0,210.32
929,21731.4,21700.0,13.0,316.17
930,19122.15,19150.0,1.0,114.63
931,19189.05,20000.0,272.0,790.03
932,19526.55,20800.0,56.99999999999999,26.59
933,21418.65,21750.0,24.0,173.65
934,20997.1,22050.0,80.0,202.7
935,19811.5,18300.0,44.0,1610.83
936,18826.0,18950.0,13.0,111.14
937,20926.35,21700.0,8.0,9.0
938,19386.7,19800.0,35.0,117.77
939,19230.6,19550.0,20.0,89.75
940,19443.5,17000.0,50.0,2523.7
941,19653.5,20150.0,55.00000000000001,166.27
942,19189.05,19000.0,13.0,284.51
943,19425.35,19400.0,6.0,155.09
944,21255.05,22800.0,35.0,7.6
945,19322.55,20300.0,17.0,8.64
946,19731.75,19000.0,255.0,1831.66
947,19512.35,19000.0,10.0,492.49
948,20855.1,19800.0,16.0,1037.6
949,19733.55,20650.0,2.0,8.34
950,21182.7,20750.0,42.0,707.61
951,20192.35,21200.0,6.0,8.27
952,19675.45,20000.0,1.0,9.99
953,19436.1,19650.0,8.0,73.77
954,19671.1,21300.0,1.0,6.74
955,19711.45,20000.0,44.99999999999999,225.81
956,18816.7,20000.0,9.0,7.91
957,18688.1,19100.0,42.0,153.41
958,21255.05,21450.0,28.0,250.11
959,19672.35,18400.0,38.0,1357.07
960,20133.3,21700.0,24.0,7.24
961,20906.4,22350.0,30.0,7.88
962,19436.1,19100.0,85.0,809.96
963,20070.0,19750.0,43.00000000000001,570.56
964,19230.6,20900.0,6.0,6.74
965,19398.5,18050.0,22.0,1370.86
966,19543.1,21250.0,7.0,6.74
967,18972.1,19700.0,15.0,9.19
968,19751.05,19650.0,34.0,358.68
969,18755.9,19900.0,15.0,8.2
970,21778.7,21750.0,21.0,368.37
971,18826.0,18400.0,76.0,791.45
972,19281.75,19700.0,31.0,113.93
973,20133.15,19000.0,755.0,3603.44
974,19528.75,18500.0,23.0,1036.96
975,19979.15,20000.0,28.0,255.66
976,21453.1,25000.0,191.0,69.23
977,19545.75,18700.0,0.0,769.01
978,19778.3,18250.0,1.0,1445.98
979,19778.3,20050.0,36.0,193.87
980,19528.8,21500.0,24.0,6.74
981,19322.55,19800.0,24.0,65.68
982,19381.65,20400.0,7.0,8.21
983,21731.4,21300.0,13.0,582.85
984,19528.8,19550.0,24.0,220.93
985,19342.65,19550.0,16.0,98.87
986,19381.65,18750.0,56.0,894.14
987,19047.25,18000.0,62.0,1188.56
988,19694.0,19900.0,66.0,399.35
989,19398.5,18150.0,8.0,1215.73
990,21778.7,23000.0,0.0,7.87
991,19465.0,18750.0,1.0,669.65
992,19512.35,19350.0,10.0,231.96
993,18755.9,19800.0,8.0,8.3
994,19079.6,19900.0,9.0,8.64
995,21150.15,22650.0,15.0,7.13
996,19659.9,19600.0,35.0,341.46
997,19638.3,16000.0,454.0,4687.23
998,20901.15,18900.0,21.0,2044.71
999,19689.85,15000.0,79.0,4762.72
1000,19694.0,20300.0,3.0,9.21
1001,19523.55,19700.0,35.0,210.11
1002,19413.75,19800.0,14.0,46.57
1003,19783.4,17000.0,37.0,2817.43
1004,21456.65,21050.0,6.0,508.87
1005,19444.0,18100.0,1.0,1291.71
1006,19465.0,19100.0,22.0,476.18
1007,19889.7,21000.0,9.0,8.14
1008,19411.75,20900.0,17.0,7.37
1009,19778.3,20900.0,36.0,8.61
1010,19794.0,21400.0,7.0,6.74
1011,19901.4,18800.0,8.0,1071.62
1012,19671.1,18000.0,8.0,1592.29
1013,19435.3,20900.0,20.0,7.29
1014,21731.4,20200.0,6.0,1485.48
1015,18989.15,18750.0,29.0,429.91
1016,19833.15,19350.0,71.0,853.19
1017,19253.8,21100.0,0.0,6.74
1018,19674.55,20250.0,17.0,19.26
1019,19465.0,18200.0,8.0,1227.59
1020,19517.0,18000.0,146.0,1991.34
1021,19745.0,19250.0,13.0,481.96
1022,20926.35,15000.0,105.99999999999999,6078.43
1023,21418.65,25000.0,374.0,380.82
1024,19716.45,21400.0,22.0,6.94
1025,19381.65,21500.0,21.0,6.74
1026,19993.2,17900.0,16.0,2094.46
1027,18989.15,20150.0,8.0,7.83
1028,19675.45,20150.0,71.0,247.45
1029,19646.05,20300.0,62.0,176.16
1030,19281.75,20100.0,31.0,18.37
1031,19306.05,20850.0,10.0,6.96
1032,19306.05,21400.0,3.0,6.74
1033,19281.75,21300.0,10.0,6.74
1034,19047.25,20550.0,34.0,7.37
1035,19386.7,18650.0,7.0,713.06
1036,19413.75,20850.0,0.0,7.04
1037,19653.5,21250.0,27.0,7.27
1038,19395.3,18950.0,7.0,461.9
1039,19993.2,20750.0,2.0,8.77
1040,19331.8,18600.0,13.0,703.99
1041,18972.1,16100.000000000002,0.0,2783.48
1042,20267.9,21300.0,34.0,8.87
1043,19398.5,19800.0,56.99999999999999,234.47
1044,19355.9,19700.0,17.0,71.6
1045,19811.5,21300.0,23.0,7.43
1046,19389.0,19200.0,30.0,393.92
1047,19365.25,19000.0,21.0,470.81
1048,19996.35,19900.0,31.0,327.97
1049,20686.8,20200.0,52.0,760.97
1050,19381.65,19950.0,28.0,75.69
1051,21150.15,20800.0,15.0,510.9
1052,20103.1,19050.0,7.0,1037.03
1053,19716.45,21400.0,1.0,6.74
1054,19526.55,20250.0,29.0,41.86
1055,19674.55,21550.0,3.0,6.74
1056,19749.25,20000.0,163.0,782.56
1057,19765.2,20850.0,14.0,8.17
1058,19783.4,20050.0,37.0,202.26
1059,18755.45,17500.0,192.0,1937.7
1060,19659.9,17900.0,0.0,1668.67
1061,19411.75,21050.0,17.0,7.02
1062,19671.1,20850.0,8.0,7.71
1063,21778.7,20500.0,0.0,1245.78
1064,19310.15,19650.0,69.0,320.27
1065,21255.05,21600.0,21.0,153.49
1066,19381.65,20400.0,0.0,8.08
1067,19811.85,19000.0,400.0,2381.8
1068,20070.0,18200.0,15.0,1861.78
1069,19436.1,20900.0,8.0,7.09
1070,20096.6,19500.0,1.0,593.72
1071,19570.85,20750.0,23.0,8.16
1072,19497.3,19450.0,0.0,134.67
1073,19425.35,19500.0,20.0,187.71
1074,18665.5,19100.0,6.0,24.12
1075,19765.2,19250.0,42.0,715.2
1076,18816.7,17950.0,9.0,846.9
1077,19543.1,20200.0,48.99999999999999,124.73
1078,21349.4,21200.0,69.0,738.41
1079,19753.8,18000.0,150.0,2246.65
1080,21150.15,20000.0,8.0,1135.31
1081,20855.1,18700.0,23.0,2131.35
1082,18817.4,18700.0,65.0,526.97
1083,19694.0,20750.0,17.0,8.41
1084,21418.65,21300.0,10.0,294.65
1085,19434.55,20750.0,24.0,7.95
1086,19765.2,19800.0,28.0,255.34
1087,19716.45,18900.0,29.0,914.25
1088,19979.15,18900.0,14.0,1053.54
1089,19322.55,18700.0,3.0,592.05
1090,18771.25,20200.0,0.0,7.13
1091,21778.7,22850.0,14.0,8.57
1092,19979.15,18750.0,14.0,1198.0
1093,18989.15,20550.0,29.0,7.33
1094,18857.25,18450.0,7.0,444.8
1095,19778.3,17900.0,8.0,1845.9
1096,19331.8,20050.0,20.0,9.18
1097,19794.7,21050.0,34.0,8.4
1098,19528.75,19000.0,9.0,493.2
1099,19444.0,19000.0,853.9999999999999,3290.34
1100,19355.9,18000.0,3.0,1299.05
1101,19079.6,18200.0,30.0,947.89
1102,19435.3,20800.0,13.0,7.38
1103,19047.25,20350.0,34.0,7.85
1104,21150.15,20550.0,8.0,660.35
1105,19512.35,20100.0,10.0,9.22
1106,19672.35,18350.0,3.0,1272.41
1107,19517.0,20250.0,20.0,9.08
1108,19528.75,19300.0,86.00000000000001,718.44
1109,21456.65,21800.0,76.0,475.05
1110,20906.4,21700.0,23.0,41.75
1111,19306.05,18950.0,59.00000000000001,663.69
1112,20937.7,20150.0,8.0,790.63
1113,18688.1,20000.0,0.0,7.39
1114,19253.8,20400.0,0.0,7.75
1115,18755.45,18850.0,24.0,198.09
1116,19765.2,20800.0,21.0,8.46
1117,19672.35,21350.0,31.0,7.07
1118,18755.9,18650.0,22.0,300.54
1119,19306.05,17850.0,3.0,1420.96
1120,19833.15,18350.0,8.0,1425.39
1121,19811.5,18900.0,9.0,873.44
1122,20070.0,20550.0,8.0,9.61
1123,19574.9,19700.0,30.0,210.86
1124,19653.5,19500.0,13.0,254.01
1125,19528.75,20250.0,2.0,8.74
1126,19671.1,19700.0,22.0,204.18
1127,19653.5,19550.0,34.0,349.64
1128,19133.25,17500.0,7.0,1547.22
1129,19794.0,21550.0,48.99999999999999,7.32
1130,19811.85,19050.0,8.0,771.62
1131,19659.9,20500.0,35.0,39.46
1132,19996.35,19150.0,17.0,863.15
1133,19811.5,20300.0,9.0,9.57
1134,19253.8,19500.0,0.0,40.61
1135,19611.05,18500.0,22.0,1164.93
1136,19434.55,18300.0,17.0,1134.3
1137,19140.9,19250.0,31.0,218.53
1138,19265.8,19800.0,6.0,9.39
1139,19281.75,18750.0,38.0,696.23
1140,19731.75,21200.0,17.0,7.36
1141,19047.25,19300.0,89.99999999999999,385.27
1142,19632.55,19850.0,50.0,283.52
1143,19674.55,18150.0,3.0,1519.13
1144,19444.0,17000.0,127.0,2813.33
1145,19731.8,19050.0,13.0,685.23
1146,19398.5,17550.0,1.0,1861.45
1147,19230.6,21250.0,6.0,6.74
1148,19711.45,18350.0,3.0,1289.21
1149,18826.0,18700.0,34.0,352.26
1150,19381.65,19400.0,21.0,230.28
1151,19811.85,19550.0,1.0,297.41
1152,19528.75,20650.0,23.0,8.19
1153,19611.05,21000.0,8.0,7.34
1154,19386.7,21050.0,21.0,6.92
1155,19731.75,19750.0,73.0,510.91
1156,21441.35,18000.0,184.0,4009.17
1157,19646.05,20550.0,6.0,8.46
1158,19543.1,21250.0,14.0,6.74
1159,19624.7,18000.0,7.0,1562.45
1160,19347.45,21100.0,8.0,6.74
1161,18816.7,20100.0,2.0,7.55
1162,20937.7,24000.0,386.0,437.81
1163,19526.55,19800.0,15.0,91.73
1164,21456.65,21650.0,76.0,541.45
1165,19517.0,19900.0,27.0,95.78
1166,18665.5,18100.0,69.0,900.61
1167,20937.7,21200.0,8.0,111.1
1168,19543.1,19050.0,7.0,474.3
1169,19671.1,20900.0,15.0,7.75
1170,19543.1,21400.0,0.0,6.74
1171,19745.0,21300.0,13.0,6.74
1172,19355.9,20900.0,3.0,6.88
1173,19543.1,20950.0,14.0,7.41
1174,21731.4,23000.0,89.99999999999999,249.86
1175,20937.7,22150.0,85.0,181.22
1176,20937.7,21000.0,113.0,768.59
1177,19889.7,21100.0,37.0,8.52
1178,20096.6,23000.0,29.0,6.74
1179,19436.1,20500.0,15.0,8.25
1180,19711.45,20750.0,17.0,8.44
1181,20969.4,20700.0,27.0,512.08
1182,19811.35,19950.0,78.0,435.33
1183,19811.35,20550.0,22.0,9.22
1184,21654.75,19000.0,1.0,2588.26
1185,20096.6,19950.0,8.0,247.58
1186,20901.15,22100.0,48.99999999999999,61.19
1187,19753.8,20850.0,3.0,7.92
1188,18755.9,19450.0,15.0,9.29
1189,19526.55,20000.0,512.0,1796.47
1190,20133.15,20950.0,7.0,8.74
1191,19675.45,19800.0,43.00000000000001,265.78
1192,19389.0,18000.0,23.0,1401.3
1193,19411.75,18500.0,3.0,870.22
1194,18771.25,17350.0,7.0,1423.44
1195,19811.35,19000.0,169.0,1520.3
1196,19802.0,20950.0,21.0,8.34
1197,19646.05,20550.0,13.0,8.62
1198,19528.75,21600.0,23.0,6.74
1199,18771.25,19900.0,70.0,88.45
1200,19794.0,19500.0,7.0,320.05
1201,20192.35,22000.0,13.0,6.74
1202,18691.2,18500.0,66.0,596.11
1203,19731.8,21400.0,13.0,6.74
1204,19632.55,19050.0,1.0,563.67
1205,19674.25,20300.0,27.0,47.68
1206,19811.85,20750.0,1.0,8.43
1207,19646.05,19700.0,62.0,425.34
1208,19281.75,20150.0,10.0,8.51
1209,19802.0,18500.0,0.0,1258.66
1210,19979.15,18600.0,42.0,1470.83
1211,19497.3,20100.0,28.0,54.25
1212,20926.35,21000.0,1.0,125.33
1213,19794.7,25000.0,34.0,7.22
1214,18972.1,11000.0,0.0,7872.25
1215,19543.1,18800.0,7.0,714.63
1216,19653.5,18850.0,6.0,757.42
1217,19731.8,19000.0,223.0,1714.49
1218,20686.8,20600.0,3.0,201.49
1219,19436.1,20050.0,56.99999999999999,150.56
1220,19802.0,19450.0,0.0,367.68
1221,18771.25,20300.0,21.0,7.34
1222,19545.75,20950.0,14.0,7.31
1223,19512.35,20150.0,24.0,27.75
1224,19528.8,21100.0,24.0,7.19
1225,19716.45,19050.0,29.0,762.41
1226,18989.15,18700.0,15.0,380.65
1227,19322.55,18300.0,24.0,1070.05
1228,19680.6,20400.0,2.0,8.83
1229,20997.1,19600.0,17.0,1444.99
1230,19528.75,20500.0,9.0,8.24
1231,19674.55,14000.0,3.0,5648.2
1232,19979.15,20400.0,0.0,9.63
1233,19674.55,19800.0,10.0,104.59
1234,19753.8,19000.0,87.0,1114.77
1235,19811.5,19550.0,9.0,301.91
1236,19675.45,19200.0,1.0,387.38
1237,19528.8,18300.0,24.0,1252.72
1238,20901.15,21300.0,48.99999999999999,279.8
1239,20686.8,17000.0,115.0,3917.22
1240,19689.85,19550.0,2.0,163.26
1241,19689.85,20200.0,9.0,9.34
1242,19783.4,18500.0,37.0,1382.73
1243,21654.75,21000.0,1.0,706.48
1244,19497.3,19200.0,84.0,768.26
1245,19742.35,21550.0,35.0,6.85
1246,19542.65,18500.0,13.0,1065.69
1247,19711.45,19500.0,44.99999999999999,501.83
1248,20133.15,21250.0,35.0,8.64
1249,21778.7,20050.0,0.0,1676.11
1250,19079.6,18800.0,2.0,277.61
1251,19680.6,20400.0,16.0,9.14
1252,19564.5,19000.0,20.0,594.07
1253,19674.25,21300.0,34.0,7.3
1254,21778.7,19950.0,28.0,1909.36
1255,19047.25,21150.0,6.0,6.74
1256,19523.55,20150.0,0.0,8.96
1257,19727.05,18500.0,84.0,1532.39
1258,21349.4,21200.0,20.0,418.96
1259,20937.7,21700.0,85.0,297.49
1260,20096.6,21150.0,8.0,8.23
1261,19230.6,20000.0,20.0,9.15
1262,19435.3,19500.0,34.0,232.88
1263,18771.25,18850.0,70.0,432.27
1264,19381.65,19850.0,21.0,71.57
1265,19425.35,18000.0,48.0,1568.97
1266,20686.8,20700.0,17.0,231.82
1267,19439.4,19900.0,2.0,9.54
1268,19753.8,20150.0,3.0,9.64
1269,19611.05,19950.0,50.0,218.85
1270,18691.2,19000.0,66.0,304.82
1271,19386.7,19600.0,14.0,89.23
1272,19733.55,21000.0,58.0,27.69
1273,19671.1,18600.0,1.0,1073.69
1274,19653.5,21150.0,6.0,7.03
1275,19079.6,25000.0,149.0,7.9
1276,20096.6,17000.0,29.0,3106.4
1277,19253.8,20950.0,7.0,6.74
1278,19365.25,20150.0,42.0,67.08
1279,21418.65,20400.0,10.0,1000.05
1280,19833.15,20900.0,1.0,8.04
1281,21441.35,19950.0,30.0,1638.96
1282,19398.5,20000.0,56.99999999999999,158.45
1283,20686.8,18500.0,10.0,2074.43
1284,19079.6,18400.0,9.0,657.0
1285,19079.6,17000.0,58.0,2214.75
1286,19659.9,18500.0,35.0,1237.48
1287,19381.65,21000.0,56.0,7.89
1288,19545.75,18650.0,21.0,893.56
1289,19574.9,18950.0,2.0,607.46
1290,19751.05,18800.0,48.0,1126.05
1291,19733.55,19900.0,30.0,197.54
1292,21778.7,17400.0,0.0,4293.18
1293,19731.8,19000.0,132.0,1353.71
1294,19597.3,19600.0,24.0,246.03
1295,19398.5,20900.0,15.0,7.32
1296,19889.7,19750.0,16.0,294.07
1297,19646.05,17000.0,517.0,4070.19
1298,20103.1,20050.0,0.0,152.6
1299,21418.65,18500.0,3.0,2881.15
1300,19753.8,19000.0,17.0,748.85
1301,19674.55,18000.0,94.00000000000001,2005.86
1302,21778.7,22050.0,14.0,175.81
1303,21182.7,19500.0,0.0,1586.61
1304,19189.05,18400.0,89.99999999999999,1141.89
1305,20103.1,21450.0,7.0,7.44
1306,19574.9,22000.0,113.99999999999999,7.25
1307,21255.05,19000.0,0.0,2130.57
1308,19674.25,22000.0,461.0,716.72
1309,19731.8,20750.0,40.99999999999999,20.22
1310,19570.85,19400.0,23.0,335.55
1311,19425.35,19600.0,6.0,73.35
1312,19783.4,20150.0,37.0,156.11
1313,20855.1,20400.0,51.00000000000001,762.37
1314,19133.25,19250.0,28.0,185.2
1315,19439.4,19850.0,9.0,29.72
1316,20997.1,22400.0,44.99999999999999,8.38
1317,20937.7,15000.0,113.0,6129.31
1318,21456.65,18000.0,13.0,3444.61
1319,19434.55,21300.0,44.99999999999999,7.13
1320,20192.35,15000.0,13.0,5189.78
1321,18755.9,18550.0,43.00000000000001,494.65
1322,19611.05,19600.0,29.0,275.39
1323,19523.55,20400.0,28.0,8.91
1324,19711.45,19350.0,24.0,480.22
1325,18826.0,18300.0,76.0,862.63
1326,19443.5,20300.0,1.0,8.62
1327,21150.15,21700.0,8.0,67.63
1328,18665.5,18100.0,34.0,726.17
1329,19543.1,19700.0,0.0,55.96
1330,19811.85,20150.0,22.0,106.59
1331,19406.7,20400.0,51.00000000000001,47.48
1332,19428.3,21200.0,48.0,7.4
1333,19783.4,20050.0,23.0,125.08
1334,19889.7,21300.0,58.0,8.49
1335,19564.5,19100.0,6.0,417.23
1336,19306.05,20900.0,31.0,7.31
1337,19444.0,20800.0,22.0,7.75
1338,19889.7,21300.0,37.0,8.04
1339,19434.55,18800.0,3.0,619.13
1340,21255.05,24000.0,97.99999999999999,7.12
1341,18691.2,20000.0,10.0,7.68
1342,19671.1,18000.0,71.0,1882.52
1343,19819.95,18600.0,6.0,1183.73
1344,19265.8,17500.0,34.0,1840.76
