,S,K,T,LSTM_price
5690,18826.0,18600.0,40.99999999999999,464.65
5691,19395.3,19800.0,0.0,9.69
5692,19342.65,20150.0,30.0,10.08
5693,19794.7,17800.0,6.0,1997.27
5694,21255.05,20350.0,35.0,1032.11
5695,20926.35,22200.0,78.0,139.97
5696,18972.1,18500.0,22.0,567.84
5697,20103.1,18950.0,7.0,1132.89
5698,19253.8,18100.0,28.0,1246.94
5699,20901.15,20500.0,28.0,619.09
5700,19413.75,19450.0,0.0,85.61
5701,18826.0,18900.0,6.0,95.11
5702,19253.8,18900.0,0.0,354.08
5703,19742.35,19150.0,7.0,586.06
5704,19517.0,20200.0,55.00000000000001,125.71
5705,19355.9,18100.0,17.0,1232.46
5706,18856.85,18750.0,15.0,251.88
5707,19543.1,19450.0,28.0,309.42
5708,19545.75,19550.0,14.0,162.65
5709,19545.75,18450.0,7.0,1018.32
5710,19646.05,19750.0,62.0,402.7
5711,21255.05,19150.0,14.0,2060.8
5712,21778.7,18400.0,0.0,3292.67
5713,19664.7,19800.0,9.0,96.16
5714,19342.65,19750.0,30.0,100.89
5715,19435.3,21000.0,27.0,7.2
5716,19979.15,21000.0,252.00000000000003,710.48
5717,21778.7,19200.0,0.0,2502.16
5718,19542.65,19750.0,27.0,162.59
5719,19406.7,19850.0,51.00000000000001,177.56
5720,19398.5,20700.0,29.0,8.12
5721,21418.65,20650.0,3.0,725.26
5722,19979.15,20200.0,42.0,241.26
5723,19545.75,21100.0,56.0,7.89
5724,19435.3,17500.0,118.00000000000001,2265.3
5725,19523.55,21100.0,21.0,7.0
5726,19632.55,19350.0,8.0,329.12
5727,18665.5,18000.0,1098.0,3820.94
5728,18857.25,20000.0,154.0,335.49
5729,20192.35,20000.0,20.0,348.4
5730,19646.05,19750.0,13.0,129.01
5731,21654.75,21350.0,22.0,565.51
5732,19783.4,20550.0,16.0,9.08
5733,19671.1,21500.0,8.0,6.74
5734,19694.0,19150.0,3.0,535.91
5735,19749.25,21200.0,9.0,7.17
5736,19393.6,19400.0,3.0,112.87
5737,19778.3,18000.0,882.0,4283.21
5738,20926.35,19200.0,43.00000000000001,1871.33
5739,19783.4,20200.0,2.0,9.63
5740,19384.3,19100.0,78.0,733.88
5741,19439.4,22000.0,79.0,6.76
5742,19406.7,18000.0,415.0,2849.33
5743,19526.55,19750.0,85.0,461.7
5744,20070.0,21450.0,22.0,7.68
5745,19570.85,21350.0,23.0,6.74
5746,19672.35,21000.0,24.0,7.75
5747,18755.45,17900.0,38.0,977.56
5748,21255.05,21300.0,14.0,233.73
5749,19653.5,21150.0,20.0,7.35
5750,19310.15,18100.0,13.0,1198.8
5751,20133.15,19200.0,28.0,1020.34
5752,19979.15,17800.0,14.0,2120.74
5753,19406.7,20200.0,51.00000000000001,91.81
5754,19393.6,20750.0,17.0,7.64
5755,21453.1,21900.0,23.0,150.68
5756,19749.25,20000.0,16.0,92.31
5757,20192.35,21550.0,13.0,7.55
5758,19386.7,19300.0,21.0,261.15
5759,19386.7,17800.0,35.0,1684.57
5760,18755.45,16000.0,101.0,2990.34
5761,19265.8,20400.0,34.0,8.5
5762,19731.75,18700.0,44.99999999999999,1210.84
5763,18856.85,16000.0,190.0,3348.4
5764,21731.4,20600.0,6.0,1136.03
5765,21441.35,22100.0,9.0,56.55
5766,19794.0,21300.0,7.0,6.94
5767,19443.55,19450.0,10.0,162.94
5768,19570.85,21350.0,9.0,6.74
5769,18817.4,19050.0,2.0,47.73
5770,18688.1,24000.0,105.0,7.85
5771,19778.3,21250.0,1.0,7.01
5772,19901.4,21700.0,1.0,6.74
5773,19659.9,21450.0,21.0,6.74
5774,19653.5,19200.0,55.00000000000001,726.93
5775,20901.15,19800.0,21.0,1167.95
5776,21182.7,21150.0,0.0,185.03
5777,19694.0,18200.0,38.0,1619.1
5778,19122.15,20700.0,22.0,7.23
5779,19653.5,18200.0,55.00000000000001,1607.37
5780,19444.0,19250.0,36.0,430.51
5781,19310.15,19300.0,20.0,226.17
5782,19523.55,20450.0,28.0,8.79
5783,19265.8,21400.0,6.0,6.74
5784,19322.55,17000.0,3.0,2226.51
5785,18755.45,19300.0,10.0,9.45
5786,19778.3,21300.0,22.0,7.32
5787,19753.8,16000.0,150.0,4066.81
5788,19675.45,18750.0,1.0,823.54
5789,19395.3,20350.0,77.0,145.5
5790,19711.45,19500.0,3.0,230.87
5791,19570.85,19500.0,16.0,236.18
5792,19901.4,21000.0,99.0,188.23
5793,19428.3,19350.0,20.0,269.62
5794,21418.65,21050.0,38.0,656.49
5795,19993.2,21350.0,9.0,7.39
5796,19342.65,17900.0,30.0,1505.44
5797,19731.8,21000.0,27.0,8.03
5798,19444.0,20700.0,1.0,7.6
5799,19674.25,19850.0,6.0,76.42
5800,19733.55,19650.0,2.0,146.44
5801,19653.5,18000.0,55.00000000000001,1792.25
5802,20906.4,20500.0,9.0,494.32
5803,19047.25,20200.0,62.0,23.86
5804,20686.8,18000.0,388.0,3854.69
5805,19133.25,21300.0,7.0,6.74
5806,19322.55,20150.0,10.0,8.85
5807,19731.8,21150.0,40.99999999999999,8.0
5808,19342.65,20700.0,30.0,7.92
5809,20937.7,15000.0,22.0,5965.94
5810,19632.55,23000.0,505.0,484.66
5811,19564.5,19250.0,48.0,567.44
5812,19281.75,17750.0,3.0,1448.25
5813,19993.2,19350.0,9.0,641.22
5814,19523.55,18400.0,28.0,1166.6
5815,21441.35,22100.0,23.0,121.23
5816,19689.85,21500.0,51.00000000000001,7.13
5817,19310.15,19400.0,27.0,218.3
5818,21182.7,21900.0,7.0,9.03
5819,19653.5,20700.0,20.0,8.44
5820,19406.7,19450.0,9.0,134.65
5821,19731.75,20200.0,3.0,9.55
5822,21182.7,19800.0,42.0,1508.26
5823,19528.8,18800.0,3.0,689.57
5824,19384.3,18850.0,50.0,767.21
5825,20906.4,21700.0,16.0,10.62
5826,19694.0,19250.0,3.0,450.34
5827,19632.55,18850.0,1.0,759.83
5828,19802.0,19600.0,63.00000000000001,632.69
5829,18688.1,18300.0,0.0,381.05
5830,19794.7,19850.0,6.0,142.14
5831,18771.25,23000.0,7.0,6.77
5832,20926.35,22250.0,43.00000000000001,8.5
5833,19694.0,22000.0,38.0,6.74
5834,19794.7,20100.0,34.0,184.1
5835,19355.9,18850.0,52.0,740.3
5836,19322.55,18250.0,24.0,1106.1
5837,18716.15,17500.0,2.0,1199.3
5838,18771.25,17900.0,0.0,850.43
5839,19646.05,21200.0,6.0,6.85
5840,20997.1,24000.0,108.0,7.19
5841,19672.35,16800.0,38.0,2918.95
5842,18816.7,19850.0,23.0,8.57
5843,19733.55,18550.0,2.0,1160.21
5844,19434.55,19000.0,73.0,816.99
5845,19672.35,19650.0,17.0,220.56
5846,19122.15,18850.0,15.0,378.13
5847,19140.9,18800.0,87.0,795.84
5848,19742.35,23000.0,462.0,448.69
5849,21456.65,20500.0,6.0,969.86
5850,19381.65,19650.0,28.0,152.3
5851,18989.15,21250.0,1.0,6.74
5852,19465.0,20200.0,8.0,9.02
5853,19443.55,19950.0,44.99999999999999,141.41
5854,19889.7,19850.0,16.0,236.77
5855,21150.15,21100.0,8.0,279.48
5856,20070.0,21200.0,1.0,7.89
5857,19413.75,19500.0,14.0,135.2
5858,18972.1,18000.0,0.0,946.72
5859,20133.15,19750.0,28.0,550.65
5860,18665.5,13000.0,97.0,5793.93
5861,21453.1,22850.0,16.0,7.68
5862,20103.1,21350.0,14.0,7.85
5863,19727.05,19200.0,7.0,516.51
5864,18817.4,19950.0,9.0,8.08
5865,19413.75,16000.0,77.0,3559.88
5866,19749.25,18700.0,2.0,977.32
5867,21182.7,19850.0,0.0,1250.22
5868,19811.35,19800.0,1.0,120.58
5869,21150.15,20500.0,36.0,900.24
5870,20997.1,17000.0,108.0,4264.42
5871,18816.7,17750.0,37.0,1180.06
5872,21441.35,22400.0,16.0,16.35
5873,21778.7,21000.0,35.0,1009.14
5874,20070.0,21500.0,22.0,7.56
5875,19671.1,19150.0,43.00000000000001,704.84
5876,19443.55,18100.0,17.0,1354.34
5877,19811.5,19900.0,44.0,295.23
5878,19574.9,22000.0,23.0,6.74
5879,18856.85,19200.0,71.0,318.59
5880,19428.3,21450.0,6.0,6.74
5881,18856.85,19600.0,1.0,8.9
5882,19819.95,20150.0,48.0,214.33
5883,19281.75,19700.0,38.0,138.6
5884,19745.0,18200.0,6.0,1454.74
5885,19742.35,20200.0,70.0,282.15
5886,19436.1,21100.0,22.0,6.92
5887,21441.35,22050.0,16.0,101.88
5888,19384.3,21000.0,1.0,6.74
5889,19381.65,18100.0,7.0,1248.89
5890,20192.35,18600.0,6.0,1586.4
5891,18755.45,18700.0,31.0,303.87
5892,18755.9,18200.0,43.00000000000001,753.69
5893,19331.8,18800.0,55.00000000000001,781.81
5894,19659.9,20350.0,7.0,8.91
5895,19638.3,21000.0,62.0,8.44
5896,19664.7,20450.0,2.0,8.75
5897,21654.75,22000.0,8.0,133.17
5898,19386.7,18450.0,0.0,902.93
5899,19444.0,19650.0,1.0,40.4
5900,19133.25,20500.0,84.0,56.18
5901,18856.85,19900.0,15.0,8.42
5902,19727.05,20100.0,48.99999999999999,190.75
5903,20937.7,21200.0,85.0,516.19
5904,19512.35,21550.0,10.0,6.74
5905,19265.8,18850.0,62.0,748.71
5906,19497.3,17000.0,21.0,2458.79
5907,18771.25,19150.0,35.0,135.9
5908,18857.25,20800.0,14.0,6.74
5909,19664.7,21050.0,9.0,7.38
5910,19428.3,20000.0,139.0,530.73
5911,19384.3,19250.0,15.0,256.95
5912,19833.15,19600.0,29.0,420.28
5913,19355.9,20750.0,17.0,7.54
5914,19802.0,19800.0,7.0,167.52
5915,19435.3,19500.0,20.0,161.98
5916,20103.1,18700.0,14.0,1426.63
5917,18771.25,19100.0,14.0,73.05
5918,19140.9,19200.0,17.0,170.25
5919,19411.75,18900.0,52.0,763.63
5920,19624.7,18750.0,7.0,830.28
5921,19322.55,17850.0,24.0,1482.87
5922,20901.15,19850.0,0.0,1009.48
5923,19597.3,20300.0,10.0,9.06
5924,19694.0,21250.0,66.0,8.31
5925,19322.55,18450.0,10.0,858.09
5926,21418.65,22200.0,31.0,94.66
5927,21349.4,20700.0,13.0,756.07
5928,19465.0,20600.0,8.0,8.05
5929,18856.85,20250.0,8.0,7.42
5930,19716.45,21200.0,15.0,7.27
5931,19694.0,21100.0,31.0,7.88
5932,19689.85,21500.0,2.0,6.74
5933,18816.7,18400.0,37.0,596.65
5934,19434.55,18650.0,3.0,753.44
5935,19638.3,21200.0,13.0,6.88
5936,21654.75,22000.0,183.0,1010.13
5937,19428.3,19850.0,6.0,20.13
5938,19993.2,19550.0,16.0,498.63
5939,18989.15,20300.0,15.0,7.62
5940,19140.9,18200.0,31.0,996.11
5941,19727.05,19300.0,84.0,859.34
5942,19545.75,20350.0,7.0,8.64
5943,19802.0,19950.0,63.00000000000001,399.11
5944,19811.85,19750.0,22.0,280.75
5945,19979.15,20950.0,42.0,31.33
5946,20192.35,19200.0,20.0,1043.21
5947,19574.9,19150.0,9.0,436.9
5948,19545.75,19100.0,0.0,389.23
5949,19381.65,19600.0,56.0,328.93
5950,19384.3,21000.0,533.0,1177.87
5951,19979.15,20300.0,42.0,196.12
5952,19365.25,18100.0,7.0,1239.53
5953,19381.65,19500.0,14.0,140.61
5954,19993.2,20850.0,23.0,8.96
5955,19749.25,16000.0,72.0,3884.32
5956,19230.6,21000.0,419.0,786.14
5957,19122.15,19250.0,22.0,180.45
5958,19384.3,18800.0,15.0,619.22
5959,19749.25,17600.0,2.0,2072.05
5960,21456.65,21150.0,20.0,528.36
5961,19811.85,20050.0,29.0,177.93
5962,18826.0,18500.0,76.0,719.91
5963,21731.4,22000.0,27.0,265.53
5964,19745.0,19850.0,40.99999999999999,291.72
5965,19675.45,19400.0,1.0,230.8
5966,19742.35,19850.0,21.0,189.2
5967,19716.45,19700.0,1.0,113.61
5968,19624.7,20200.0,70.0,204.36
5969,19465.0,20750.0,8.0,7.68
5970,19664.7,19550.0,16.0,261.2
5971,19347.45,18600.0,1.0,719.45
5972,21418.65,22850.0,3.0,7.08
5973,19133.25,20100.0,0.0,8.16
5974,19428.3,18900.0,6.0,528.15
5975,19638.3,19750.0,13.0,101.04
5976,18771.25,20150.0,7.0,7.4
5977,20070.0,20400.0,8.0,44.13
5978,19689.85,21000.0,16.0,7.53
5979,18771.25,13000.0,97.99999999999999,5895.12
5980,20192.35,21000.0,27.0,9.24
5981,19742.35,19500.0,825.0,3226.35
5982,19749.25,17000.0,527.0,4158.0
5983,19411.75,18950.0,3.0,441.77
5984,18857.25,21000.0,63.00000000000001,6.78
5985,19526.55,20300.0,1.0,8.61
5986,19355.9,20300.0,10.0,8.47
5987,20192.35,22000.0,195.0,262.76
5988,19497.3,19000.0,21.0,571.67
5989,18771.25,19000.0,28.0,164.24
5990,19783.4,18000.0,2.0,1749.32
5991,19564.5,20400.0,20.0,8.93
5992,19253.8,20000.0,210.0,653.89
5993,20926.35,21100.0,78.0,519.71
5994,20192.35,21300.0,6.0,8.02
5995,19122.15,19150.0,36.0,298.21
5996,20192.35,19250.0,13.0,971.47
5997,19386.7,20650.0,14.0,7.75
5998,19646.05,20450.0,13.0,8.86
5999,19783.4,20100.0,65.0,323.32
6000,19122.15,18200.0,8.0,909.76
6001,21349.4,21000.0,34.0,666.22
6002,20926.35,21500.0,43.00000000000001,168.99
6003,19811.5,20000.0,23.0,137.51
6004,19230.6,22000.0,419.0,463.51
6005,19778.3,19800.0,64.0,455.71
6006,19783.4,20650.0,9.0,8.68
6007,19230.6,19050.0,27.0,366.59
6008,19811.35,18500.0,50.0,1446.11
6009,18816.7,16000.0,100.0,3037.58
6010,20070.0,18100.0,15.0,1955.23
6011,18688.1,18400.0,77.0,727.23
6012,20133.15,24000.0,391.99999999999994,262.24
6013,19646.05,18100.0,34.0,1600.38
6014,19751.05,19350.0,13.0,448.29
6015,19638.3,20300.0,20.0,9.24
6016,19993.2,16000.0,107.0,4214.79
6017,19342.65,20150.0,9.0,8.82
6018,18755.9,15500.0,15.0,3253.94
6019,19526.55,21000.0,29.0,7.49
6020,19671.1,20100.0,22.0,66.22
6021,19443.55,24000.0,44.99999999999999,7.06
6022,19742.35,20900.0,14.0,7.97
6023,20133.3,19800.0,3.0,341.79
6024,19672.35,17950.0,3.0,1691.29
6025,21456.65,21750.0,20.0,191.27
6026,18816.7,18800.0,9.0,162.08
6027,18691.2,18250.0,10.0,482.56
6028,18716.15,20000.0,44.0,8.45
6029,19528.75,20450.0,9.0,8.37
6030,19653.5,21350.0,20.0,6.86
6031,18688.1,17350.0,7.0,1343.77
6032,19384.3,19100.0,15.0,371.31
6033,19528.75,20400.0,2.0,8.37
6034,19425.35,20600.0,6.0,7.87
6035,19745.0,20000.0,251.0,1146.22
6036,19742.35,20800.0,21.0,8.39
6037,18816.7,19200.0,16.0,59.84
6038,19512.35,11000.0,80.0,8542.57
6039,21654.75,21950.0,29.0,273.32
6040,20855.1,18000.0,9.0,2764.67
6041,18665.5,18600.0,27.0,307.75
6042,19889.7,24000.0,394.0,216.52
6043,19979.15,17200.0,0.0,2677.04
6044,18857.25,20300.0,7.0,7.19
6045,19624.7,19400.0,7.0,259.01
6046,19901.4,14000.0,99.0,6093.98
6047,19749.25,21200.0,2.0,7.05
6048,20070.0,20150.0,8.0,114.56
6049,19802.0,20050.0,14.0,98.8
6050,19638.3,21550.0,27.0,6.74
6051,19444.0,21400.0,1.0,6.74
6052,20267.9,20650.0,20.0,96.83
6053,19436.1,18500.0,56.99999999999999,1155.2
6054,19794.7,18300.0,6.0,1498.99
6055,19674.55,21400.0,66.0,7.82
6056,20133.3,21300.0,24.0,8.23
6057,19526.55,19850.0,29.0,135.87
6058,20906.4,20950.0,2.0,155.41
6059,19434.55,20000.0,24.0,48.45
6060,19428.3,20200.0,76.0,192.88
6061,19674.55,21650.0,24.0,6.74
6062,19543.1,20750.0,21.0,8.07
6063,19733.55,21150.0,9.0,7.24
6064,19751.05,18400.0,48.0,1501.79
6065,19079.6,19450.0,9.0,36.59
6066,19680.6,21000.0,156.0,309.71
6067,19435.3,18500.0,27.0,951.82
6068,19675.45,19100.0,43.00000000000001,724.31
6069,19281.75,21400.0,38.0,6.74
6070,19765.2,19450.0,0.0,303.58
6071,20901.15,21000.0,112.0,753.92
6072,19889.7,18000.0,58.0,2067.28
6073,19733.55,20000.0,9.0,58.87
6074,19047.25,18850.0,62.0,509.81
6075,19523.55,18900.0,7.0,581.78
6076,19638.3,20000.0,89.99999999999999,359.9
6077,18826.0,19700.0,13.0,8.7
6078,20901.15,18000.0,48.99999999999999,3042.35
6079,18688.1,18450.0,42.0,503.89
6080,18856.85,18700.0,15.0,289.57
6081,21456.65,20800.0,40.99999999999999,929.87
6082,19189.05,21000.0,272.0,414.34
6083,19047.25,19250.0,13.0,77.43
6084,19365.25,19750.0,7.0,25.3
6085,19564.5,19250.0,20.0,400.47
6086,20070.0,21400.0,1.0,7.4
6087,20906.4,20600.0,79.0,864.66
6088,19689.85,19000.0,79.0,987.5
6089,19802.0,17700.0,7.0,2087.67
6090,19611.05,18600.0,1.0,979.04
6091,19265.8,19900.0,62.0,160.63
6092,19331.8,19050.0,20.0,387.63
6093,19395.3,21500.0,21.0,6.74
6094,19680.6,19900.0,37.0,225.67
6095,19689.85,19300.0,2.0,332.52
6096,19526.55,19450.0,1.0,143.01
6097,19434.55,18550.0,17.0,897.98
6098,19425.35,20400.0,48.0,42.73
6099,19122.15,21600.0,36.0,6.74
6100,20096.6,20300.0,8.0,92.41
6101,19230.6,20950.0,55.00000000000001,7.66
6102,20096.6,19100.0,8.0,987.27
6103,19523.55,20000.0,21.0,55.8
6104,21453.1,19700.0,9.0,1751.16
6105,19783.4,19800.0,65.0,469.51
6106,19632.55,20800.0,1.0,7.85
6107,19140.9,20300.0,59.00000000000001,31.21
6108,19716.45,19150.0,8.0,574.88
6109,19425.35,19900.0,48.0,154.77
6110,19689.85,19350.0,23.0,416.34
6111,19517.0,20550.0,34.0,8.68
6112,19393.6,17000.0,129.0,2742.24
6113,19749.25,20000.0,9.0,63.16
6114,18755.9,17800.0,43.00000000000001,1119.47
6115,19443.5,19050.0,29.0,550.77
6116,18688.1,17850.0,7.0,832.28
6117,19517.0,20500.0,27.0,8.63
6118,19281.75,20900.0,3.0,6.74
6119,20070.0,23000.0,15.0,6.74
6120,19889.7,19550.0,30.0,532.16
6121,21150.15,21750.0,22.0,122.02
6122,19140.9,18950.0,59.00000000000001,540.37
6123,20855.1,21700.0,30.0,47.99
6124,21255.05,21400.0,35.0,316.45
6125,19526.55,17800.0,1.0,1621.74
6126,18688.1,18000.0,0.0,667.97
6127,21349.4,24000.0,97.0,7.12
6128,19671.1,20750.0,43.00000000000001,8.77
6129,19794.0,19750.0,7.0,164.27
6130,19802.0,20450.0,7.0,9.25
6131,19901.4,19950.0,15.0,179.69
6132,19512.35,20200.0,3.0,8.82
6133,20855.1,19800.0,9.0,1017.82
6134,18688.1,17000.0,560.0,3352.61
6135,21255.05,19700.0,35.0,1619.72
6136,18972.1,18600.0,29.0,530.49
6137,19381.65,19450.0,28.0,246.58
6138,19664.7,19700.0,16.0,184.45
6139,19133.25,19800.0,56.0,119.98
6140,19545.75,20750.0,14.0,7.8
6141,19497.3,20000.0,84.0,311.56
6142,19381.65,19650.0,84.0,441.89
6143,19597.3,19750.0,10.0,99.48
6144,18755.9,18550.0,22.0,374.35
6145,19435.3,20500.0,20.0,8.27
6146,19794.7,20300.0,6.0,10.17
6147,19674.55,19650.0,3.0,137.4
6148,19396.45,19800.0,37.0,130.39
6149,20070.0,20950.0,15.0,8.76
6150,19355.9,19750.0,3.0,9.67
6151,19365.25,19800.0,14.0,41.48
6152,21778.7,20700.0,63.00000000000001,1402.45
6153,18816.7,19500.0,16.0,9.27
6154,19749.25,17300.0,9.0,2415.79
6155,19611.05,20850.0,1.0,7.64
6156,19811.35,20350.0,1.0,9.28
6157,19794.0,19300.0,77.0,884.21
6158,19230.6,20200.0,55.00000000000001,61.05
6159,21731.4,20400.0,6.0,1309.05
6160,19811.35,17500.0,78.0,2501.08
6161,19079.6,20450.0,30.0,7.75
6162,19133.25,20000.0,420.0,1256.56
6163,19411.75,22000.0,234.0,190.65
6164,19570.85,21500.0,2.0,6.74
6165,20901.15,21050.0,7.0,139.01
6166,19765.2,19300.0,70.0,837.03
6167,19675.45,18450.0,43.00000000000001,1295.42
6168,19674.25,15000.0,461.0,5646.25
6169,19624.7,20400.0,0.0,8.68
6170,18989.15,19300.0,22.0,104.1
6171,19794.0,21200.0,77.0,43.02
6172,19731.8,17600.0,13.0,2107.81
6173,19413.75,21000.0,28.0,7.32
6174,19355.9,19000.0,171.0,1176.18
6175,19653.5,19800.0,20.0,146.8
6176,21453.1,22650.0,37.0,33.57
6177,19140.9,19400.0,10.0,72.08
6178,19901.4,19900.0,8.0,163.11
6179,19753.8,17200.0,31.0,2552.39
6180,21778.7,22700.0,28.0,75.16
6181,19465.0,17500.0,43.00000000000001,2039.73
6182,19564.5,19250.0,6.0,300.87
6183,19465.0,18800.0,1.0,623.14
6184,20906.4,22150.0,30.0,8.37
6185,19381.65,18450.0,0.0,880.43
6186,21654.75,20300.0,8.0,1367.56
6187,20969.4,21150.0,20.0,208.3
6188,20133.15,20300.0,21.0,167.83
6189,19425.35,19900.0,20.0,55.27
6190,19749.25,24000.0,72.0,7.36
6191,19574.9,20300.0,51.00000000000001,101.1
6192,20901.15,19450.0,7.0,1446.6
6193,18771.25,24000.0,189.0,7.96
6194,21182.7,21350.0,14.0,166.66
6195,18716.15,18600.0,79.0,603.31
6196,19802.0,20000.0,7.0,82.75
6197,21778.7,21650.0,7.0,322.5
6198,20133.15,19300.0,14.0,854.24
6199,20133.3,21550.0,73.0,35.75
6200,20855.1,21300.0,23.0,113.7
6201,18989.15,19900.0,22.0,8.77
6202,19672.35,19500.0,66.0,596.43
6203,21418.65,19300.0,3.0,2093.01
6204,21456.65,19100.0,6.0,2333.56
6205,20926.35,19400.0,1.0,1464.72
6206,19742.35,20300.0,0.0,9.23
6207,19523.55,21550.0,21.0,6.74
6208,21654.75,22500.0,64.0,242.72
6209,19347.45,21000.0,211.0,310.41
6210,21453.1,22250.0,37.0,125.79
6211,19413.75,18150.0,7.0,1235.75
6212,19646.05,20050.0,13.0,46.72
6213,19443.55,17800.0,17.0,1627.06
6214,19434.55,20000.0,3.0,9.3
6215,19689.85,20100.0,2.0,9.45
6216,19664.7,18500.0,65.0,1422.41
6217,19794.7,20150.0,6.0,45.86
6218,19574.9,20300.0,2.0,8.87
6219,19265.8,22000.0,216.0,137.44
6220,21456.65,19900.0,13.0,1581.05
6221,20926.35,21650.0,8.0,9.12
6222,19281.75,20300.0,17.0,8.29
6223,19331.8,17000.0,83.0,2515.44
6224,19646.05,19800.0,13.0,106.79
6225,19653.5,20250.0,6.0,9.25
6226,19731.75,19500.0,17.0,359.81
6227,19632.55,18600.0,50.0,1195.3
6228,19122.15,20300.0,8.0,7.89
6229,18989.15,19550.0,22.0,44.05
6230,19901.4,20000.0,99.0,581.04
6231,19281.75,20250.0,31.0,8.74
6232,19731.8,19800.0,34.0,280.95
6233,19731.75,21300.0,24.0,7.28
6234,21778.7,21100.0,21.0,834.55
6235,21456.65,19500.0,13.0,1967.92
6236,19694.0,17000.0,129.0,3106.7
6237,21255.05,20200.0,0.0,959.75
6238,18826.0,18650.0,13.0,263.06
6239,18755.9,21000.0,197.0,194.44
6240,19133.25,19500.0,21.0,72.17
6241,19365.25,20500.0,42.0,8.74
6242,19542.65,21200.0,20.0,6.94
6243,20686.8,21300.0,3.0,9.08
6244,19671.1,18750.0,1.0,879.97
6245,20267.9,19500.0,89.99999999999999,1174.69
6246,19439.4,20350.0,16.0,8.73
6247,19526.55,19350.0,8.0,236.57
6248,19281.75,19350.0,38.0,287.08
6249,19395.3,17600.0,0.0,1728.88
6250,20926.35,22250.0,15.0,7.82
6251,20192.35,21100.0,13.0,8.67
6252,21654.75,17500.0,29.0,4187.33
6253,19512.35,19600.0,10.0,109.16
6254,19413.75,17900.0,14.0,1486.82
6255,19384.3,19550.0,22.0,151.53
6256,19528.75,19400.0,86.00000000000001,645.92
6257,18691.2,18650.0,17.0,226.46
6258,19331.8,19050.0,6.0,293.4
6259,21255.05,21550.0,21.0,165.7
6260,18755.45,17200.0,10.0,1547.59
6261,20969.4,20800.0,6.0,291.35
6262,19389.0,20000.0,177.0,613.44
6263,19265.8,20400.0,13.0,8.03
6264,21456.65,22100.0,40.99999999999999,178.17
6265,18688.1,18800.0,42.0,288.09
6266,19753.8,19950.0,17.0,107.66
6267,19632.55,19050.0,22.0,644.01
6268,19389.0,20050.0,9.0,9.22
6269,20855.1,18900.0,23.0,1937.97
6270,18856.85,17200.0,1.0,1611.38
6271,20267.9,19450.0,27.0,910.38
6272,19574.9,20900.0,9.0,7.49
6273,19749.25,21100.0,9.0,7.42
6274,19443.5,20900.0,50.0,8.22
6275,18856.85,18600.0,29.0,448.99
6276,19833.15,20000.0,71.0,415.29
6277,19443.55,20200.0,24.0,9.29
6278,19674.55,17500.0,94.00000000000001,2469.71
6279,19310.15,19150.0,20.0,312.72
6280,20855.1,21650.0,51.00000000000001,139.5
6281,19396.45,20400.0,65.0,92.33
6282,19674.25,19800.0,69.0,412.95
6283,19996.35,20800.0,17.0,9.0
6284,19716.45,20950.0,22.0,8.05
6285,19742.35,22000.0,189.0,182.9
6286,21731.4,21900.0,13.0,217.64
6287,20686.8,21650.0,24.0,8.69
6288,18856.85,18850.0,8.0,161.66
6289,19624.7,21000.0,161.0,267.82
6290,19674.55,17900.0,3.0,1753.17
6291,19674.25,19450.0,6.0,270.74
6292,19411.75,20200.0,10.0,8.9
6293,19672.35,18900.0,10.0,738.76
6294,19306.05,19550.0,59.00000000000001,284.81
6295,19384.3,19800.0,22.0,75.75
6296,19574.9,20350.0,9.0,8.87
6297,20133.3,23000.0,192.0,78.98
6298,20686.8,21600.0,52.0,100.19
6299,19545.75,19650.0,28.0,190.97
6300,21456.65,20600.0,76.0,1275.99
6301,19517.0,21000.0,13.0,7.1
6302,19047.25,20950.0,6.0,6.74
6303,18816.7,18750.0,16.0,223.77
6304,19716.45,19900.0,64.0,350.11
6305,19811.85,21250.0,36.0,7.97
6306,18972.1,19000.0,64.0,430.42
6307,21150.15,21300.0,8.0,176.28
6308,19428.3,20550.0,20.0,8.32
6309,19512.35,21050.0,31.0,7.33
6310,18665.5,20000.0,6.0,7.55
6311,19526.55,21000.0,56.99999999999999,8.14
6312,19395.3,20400.0,14.0,8.46
6313,19322.55,18500.0,3.0,782.02
6314,19398.5,18800.0,56.99999999999999,855.04
6315,19523.55,21100.0,28.0,7.17
6316,21453.1,24000.0,9.0,6.74
6317,19783.4,11000.0,37.0,8720.91
6318,19230.6,21100.0,55.00000000000001,7.32
6319,19765.2,21000.0,406.0,1094.78
6320,19079.6,19150.0,30.0,233.32
6321,19659.9,21350.0,7.0,6.74
6322,19716.45,18500.0,1.0,1157.64
6323,21255.05,22500.0,70.0,138.49
6324,19398.5,17800.0,22.0,1607.93
6325,20267.9,20900.0,55.00000000000001,162.61
6326,20070.0,19300.0,15.0,797.88
6327,21349.4,22750.0,13.0,7.66
6328,21731.4,18000.0,181.0,4227.8
6329,19393.6,18850.0,3.0,496.4
6330,19347.45,18300.0,29.0,1143.74
6331,21453.1,22900.0,16.0,7.56
6332,19783.4,20300.0,37.0,117.36
6333,19765.2,20200.0,28.0,102.86
6334,19632.55,20200.0,22.0,44.4
6335,19672.35,19900.0,66.0,373.87
6336,19671.1,21700.0,8.0,6.74
6337,21418.65,21750.0,3.0,78.24
6338,21182.7,22000.0,42.0,110.44
