,S,K,T,GRU_price
681,20901.15,19750.0,7.0,1150.64
682,19310.15,19700.0,69.0,253.68
683,20133.3,18900.0,38.0,1350.07
684,21349.4,21250.0,6.0,249.74
685,19765.2,19150.0,0.0,533.69
686,19819.95,17900.0,6.0,1860.38
687,19435.3,20400.0,55.00000000000001,43.52
688,20901.15,22200.0,28.0,2.43
689,19979.15,19750.0,28.0,369.92
690,19742.35,21700.0,35.0,2.43
691,19802.0,20300.0,0.0,2.43
692,18989.15,20200.0,22.0,2.43
693,19355.9,18450.0,3.0,818.85
694,19751.05,19450.0,6.0,263.43
695,20070.0,20200.0,1.0,43.4
696,21778.7,23000.0,35.0,14.71
697,19671.1,20300.0,71.0,143.96
698,19384.3,18700.0,15.0,669.68
699,19749.25,17900.0,44.0,1968.95
700,19435.3,22000.0,118.00000000000001,2.43
701,19731.8,18500.0,13.0,1227.38
702,21778.7,23150.0,0.0,2.43
703,21349.4,17000.0,97.0,4673.82
704,21453.1,21150.0,2.0,338.39
705,19079.6,21650.0,30.0,2.43
706,19079.6,20300.0,58.0,12.16
707,19381.65,19900.0,84.0,286.03
708,19689.85,20600.0,9.0,2.43
709,19465.0,19900.0,1.0,2.43
710,19632.55,19600.0,8.0,122.99
711,19733.55,19900.0,58.0,333.89
712,21418.65,22200.0,38.0,100.91
713,19047.25,18750.0,34.0,461.62
714,19355.9,18000.0,171.0,2002.92
715,19745.0,19950.0,27.0,165.89
716,20997.1,22100.0,10.0,2.43
717,19528.75,21200.0,23.0,2.43
718,19749.25,19000.0,163.0,1448.79
719,18691.2,15000.0,3.0,3736.25
720,19674.25,18200.0,6.0,1440.15
721,20901.15,20450.0,0.0,439.94
722,19444.0,19950.0,64.0,145.63
723,19811.85,20100.0,1.0,8.24
724,20070.0,21000.0,29.0,2.43
725,19742.35,18600.0,35.0,1248.0
726,19406.7,17500.0,51.00000000000001,2060.3
727,21453.1,20650.0,9.0,810.48
728,19443.5,19450.0,50.0,346.42
729,19889.7,20200.0,58.0,258.82
730,19436.1,19100.0,8.0,302.86
731,21418.65,22000.0,192.0,847.56
732,19811.5,20700.0,44.0,27.96
733,19079.6,21250.0,30.0,2.43
734,19517.0,21200.0,6.0,2.43
735,20926.35,20300.0,22.0,711.41
736,20133.3,24000.0,10.0,2.43
737,19689.85,20850.0,16.0,2.43
738,20192.35,20900.0,40.99999999999999,58.28
739,19751.05,18100.0,13.0,1616.26
740,19230.6,20150.0,20.0,2.43
741,19564.5,20050.0,6.0,2.43
742,18755.45,17450.0,3.0,1320.97
743,21654.75,20500.0,64.0,1492.43
744,19384.3,19450.0,22.0,161.15
745,19672.35,21250.0,17.0,2.43
746,21731.4,22150.0,20.0,109.52
747,19079.6,19250.0,23.0,101.15
748,19597.3,21450.0,3.0,2.43
749,19574.9,19600.0,9.0,100.42
750,18816.7,18900.0,37.0,235.3
751,19731.75,19100.0,3.0,535.37
752,19694.0,20650.0,24.0,2.43
753,19406.7,20400.0,23.0,2.43
754,19733.55,19850.0,9.0,69.32
755,19597.3,19600.0,3.0,81.85
756,18857.25,20350.0,28.0,2.43
757,19783.4,20000.0,16.0,70.74
758,18972.1,19050.0,15.0,109.53
759,19528.8,19900.0,3.0,7.13
760,19996.35,19950.0,31.0,272.34
761,20926.35,18200.0,15.0,2781.76
762,19439.4,18900.0,9.0,492.49
763,19384.3,17750.0,8.0,1604.83
764,19794.0,20000.0,259.0,1159.96
765,19428.3,19500.0,13.0,100.36
766,18688.1,17100.0,42.0,1738.43
767,19765.2,21500.0,14.0,2.43
768,19331.8,19100.0,13.0,293.52
769,19079.6,19350.0,2.0,19.42
770,19523.55,21200.0,14.0,2.43
771,19674.25,20250.0,6.0,2.43
772,21731.4,23300.0,62.0,61.64
773,20267.9,19400.0,55.00000000000001,1083.87
774,19671.1,20500.0,71.0,112.88
775,21778.7,20900.0,14.0,922.28
776,19753.8,20000.0,241.0,1062.69
777,19979.15,19400.0,7.0,494.87
778,19381.65,18500.0,0.0,798.23
779,19659.9,19850.0,35.0,205.79
780,19428.3,18750.0,20.0,683.76
781,19355.9,20200.0,80.0,129.87
782,19306.05,17900.0,10.0,1359.19
783,19497.3,20750.0,14.0,2.43
784,19680.6,20450.0,2.0,2.43
785,19751.05,17900.0,13.0,1821.64
786,18755.9,18900.0,15.0,75.05
787,19733.55,19800.0,86.00000000000001,524.7
788,19979.15,18600.0,0.0,1287.97
789,21418.65,20050.0,38.0,1559.03
790,19765.2,19100.0,70.0,974.25
791,19811.35,18700.0,50.0,1257.55
792,21456.65,21350.0,13.0,301.35
793,18972.1,20100.0,29.0,2.43
794,19811.5,20150.0,16.0,41.49
795,19745.0,20800.0,40.99999999999999,28.21
796,18755.9,18000.0,78.0,1054.48
797,19993.2,20900.0,9.0,2.43
798,21150.15,22400.0,8.0,2.43
799,19731.8,21200.0,13.0,2.43
800,21453.1,18200.0,9.0,3277.54
801,19979.15,21300.0,7.0,2.43
802,19528.8,20250.0,24.0,5.54
803,20997.1,20400.0,17.0,658.23
804,19731.8,18850.0,13.0,868.38
805,19396.45,18150.0,2.0,1157.71
806,19253.8,19300.0,7.0,83.3
807,21778.7,21600.0,35.0,512.3
808,20937.7,20650.0,1.0,309.57
809,19901.4,19100.0,8.0,769.29
810,19512.35,21100.0,17.0,2.43
811,19745.0,21000.0,342.0,907.15
812,18817.4,20300.0,16.0,2.43
813,19794.0,19050.0,14.0,712.2
814,19733.55,19100.0,86.00000000000001,1017.44
815,19811.85,19650.0,36.0,383.65
816,21453.1,20900.0,23.0,702.13
817,20906.4,21300.0,79.0,415.2
818,19745.0,19150.0,6.0,574.49
819,19674.55,19800.0,17.0,93.4
820,19543.1,18500.0,21.0,1046.44
821,20267.9,23000.0,391.0,432.33
822,21453.1,22700.0,37.0,12.85
823,19624.7,19000.0,14.0,587.52
824,18665.5,19050.0,6.0,10.91
825,19783.4,19900.0,30.0,190.83
826,19465.0,20400.0,15.0,2.43
827,19528.75,19350.0,9.0,226.69
828,19833.15,19550.0,71.0,668.95
829,19281.75,25000.0,157.0,2.43
830,21418.65,20900.0,73.0,1007.87
831,19528.8,20950.0,24.0,2.43
832,19140.9,19500.0,87.0,339.1
833,19574.9,21050.0,9.0,2.43
834,19439.4,18950.0,51.00000000000001,694.97
835,19443.55,20950.0,44.99999999999999,2.43
836,19751.05,19750.0,20.0,183.91
837,19901.4,21250.0,36.0,2.43
838,19310.15,20500.0,69.0,51.19
839,19122.15,18650.0,64.0,754.45
840,20855.1,19400.0,23.0,1531.07
841,19671.1,19750.0,1.0,50.53
842,20096.6,21300.0,56.99999999999999,30.72
843,19122.15,17900.0,36.0,1296.02
844,19528.8,20950.0,17.0,2.43
845,19979.15,20050.0,21.0,158.02
846,19543.1,19250.0,21.0,375.7
847,21453.1,22900.0,72.0,93.33
848,19733.55,18400.0,30.0,1387.08
849,19996.35,20150.0,10.0,61.04
850,19230.6,18000.0,83.0,1519.95
851,19230.6,20750.0,13.0,2.43
852,19996.35,19600.0,44.99999999999999,591.51
853,20103.1,20300.0,77.0,393.97
854,19444.0,21200.0,1.0,2.43
855,19386.7,18550.0,0.0,752.24
856,19230.6,18650.0,55.00000000000001,777.68
857,19833.15,20000.0,8.0,53.11
858,19674.25,20600.0,69.0,91.59
859,19230.6,20250.0,20.0,2.43
860,21778.7,21050.0,0.0,692.64
861,19331.8,20450.0,20.0,2.43
862,21441.35,19600.0,16.0,1902.15
863,19624.7,19450.0,70.0,565.86
864,21255.05,19100.0,7.0,2201.97
865,21182.7,20400.0,21.0,868.64
866,19395.3,19700.0,28.0,83.41
867,19310.15,19050.0,40.99999999999999,469.43
868,19564.5,19200.0,6.0,317.27
869,19444.0,19650.0,64.0,300.74
870,21731.4,20800.0,6.0,939.69
871,21255.05,20650.0,35.0,833.75
872,18856.85,19100.0,36.0,140.48
873,19680.6,19850.0,23.0,130.36
874,18989.15,19350.0,8.0,16.88
875,19444.0,18050.0,1.0,1307.41
876,19140.9,19100.0,3.0,108.39
877,19543.1,22000.0,140.0,47.85
878,21453.1,20950.0,2.0,502.1
879,19347.45,22000.0,211.0,107.51
880,19745.0,19650.0,13.0,246.12
881,18989.15,20200.0,1.0,2.43
882,19819.95,19900.0,48.0,296.15
883,18665.5,17100.0,6.0,1558.79
884,18688.1,19000.0,0.0,8.96
885,19435.3,24000.0,482.0,182.71
886,19523.55,21500.0,14.0,2.43
887,19140.9,18950.0,3.0,195.96
888,18755.9,18750.0,1.0,74.14
889,19811.85,20500.0,36.0,48.07
890,19497.3,18100.0,7.0,1315.13
891,19347.45,21300.0,29.0,2.43
892,19694.0,19750.0,38.0,284.0
893,18691.2,18700.0,38.0,276.69
894,19310.15,20300.0,6.0,2.43
895,19512.35,20550.0,17.0,2.43
896,19664.7,21400.0,16.0,2.43
897,18856.85,17450.0,8.0,1374.29
898,19778.3,17400.0,36.0,2476.22
899,19711.45,20200.0,44.99999999999999,104.4
900,19265.8,17700.0,34.0,1650.08
901,18771.25,17200.0,7.0,1566.76
902,18816.7,19900.0,2.0,2.43
903,19811.85,17500.0,8.0,2315.32
904,19523.55,19750.0,0.0,28.16
905,19794.7,19150.0,34.0,749.45
906,21182.7,19400.0,7.0,1804.34
907,21654.75,21600.0,64.0,626.19
908,18817.4,20300.0,2.0,2.43
909,19443.5,19600.0,8.0,49.82
910,19281.75,18000.0,430.0,2987.64
911,19355.9,19900.0,80.0,234.26
912,19689.85,21250.0,9.0,2.43
913,21456.65,22700.0,40.99999999999999,22.78
914,20926.35,22100.0,8.0,2.43
915,20906.4,21650.0,30.0,57.63
916,19384.3,20900.0,1.0,2.43
917,19731.8,22000.0,768.0,1580.59
918,20969.4,20800.0,20.0,359.02
919,21255.05,19600.0,14.0,1712.14
920,20937.7,19250.0,1.0,1640.94
921,19794.0,21500.0,7.0,2.43
922,18857.25,17900.0,0.0,882.46
923,20901.15,24000.0,21.0,2.43
924,19542.65,20300.0,6.0,2.43
925,20133.15,25000.0,391.99999999999994,147.26
926,19742.35,21500.0,35.0,2.43
927,19727.05,17850.0,0.0,1811.32
928,19265.8,19750.0,62.0,154.7
929,21731.4,21700.0,13.0,275.79
930,19122.15,19150.0,1.0,58.37
931,19189.05,20000.0,272.0,747.75
932,19526.55,20800.0,56.99999999999999,23.9
933,21418.65,21750.0,24.0,136.75
934,20997.1,22050.0,80.0,155.03
935,19811.5,18300.0,44.0,1613.49
936,18826.0,18950.0,13.0,77.92
937,20926.35,21700.0,8.0,2.43
938,19386.7,19800.0,35.0,82.1
939,19230.6,19550.0,20.0,53.69
940,19443.5,17000.0,50.0,2565.65
941,19653.5,20150.0,55.00000000000001,116.27
942,19189.05,19000.0,13.0,236.27
943,19425.35,19400.0,6.0,96.69
944,21255.05,22800.0,35.0,2.43
945,19322.55,20300.0,17.0,2.43
946,19731.75,19000.0,255.0,1820.72
947,19512.35,19000.0,10.0,486.39
948,20855.1,19800.0,16.0,1077.8
949,19733.55,20650.0,2.0,2.43
950,21182.7,20750.0,42.0,721.89
951,20192.35,21200.0,6.0,2.43
952,19675.45,20000.0,1.0,6.53
953,19436.1,19650.0,8.0,46.09
954,19671.1,21300.0,1.0,2.43
955,19711.45,20000.0,44.99999999999999,182.09
956,18816.7,20000.0,9.0,2.43
957,18688.1,19100.0,42.0,104.49
958,21255.05,21450.0,28.0,236.78
959,19672.35,18400.0,38.0,1398.96
960,20133.3,21700.0,24.0,2.43
961,20906.4,22350.0,30.0,2.43
962,19436.1,19100.0,85.0,762.79
963,20070.0,19750.0,43.00000000000001,528.69
964,19230.6,20900.0,6.0,2.43
965,19398.5,18050.0,22.0,1342.55
966,19543.1,21250.0,7.0,2.43
967,18972.1,19700.0,15.0,2.43
968,19751.05,19650.0,34.0,323.57
969,18755.9,19900.0,15.0,2.43
970,21778.7,21750.0,21.0,325.75
971,18826.0,18400.0,76.0,779.99
972,19281.75,19700.0,31.0,81.42
973,20133.15,19000.0,755.0,3688.36
974,19528.75,18500.0,23.0,1048.02
975,19979.15,20000.0,28.0,230.25
976,21453.1,25000.0,191.0,94.1
977,19545.75,18700.0,0.0,752.43
978,19778.3,18250.0,1.0,1454.59
979,19778.3,20050.0,36.0,155.1
980,19528.8,21500.0,24.0,2.43
981,19322.55,19800.0,24.0,40.07
982,19381.65,20400.0,7.0,2.43
983,21731.4,21300.0,13.0,553.31
984,19528.8,19550.0,24.0,195.76
985,19342.65,19550.0,16.0,63.71
986,19381.65,18750.0,56.0,864.76
987,19047.25,18000.0,62.0,1268.4
988,19694.0,19900.0,66.0,363.96
989,19398.5,18150.0,8.0,1176.83
990,21778.7,23000.0,0.0,2.43
991,19465.0,18750.0,1.0,598.92
992,19512.35,19350.0,10.0,224.4
993,18755.9,19800.0,8.0,2.43
994,19079.6,19900.0,9.0,2.43
995,21150.15,22650.0,15.0,2.43
996,19659.9,19600.0,35.0,345.63
997,19638.3,16000.0,454.0,4887.82
998,20901.15,18900.0,21.0,2088.88
999,19689.85,15000.0,79.0,4976.16
1000,19694.0,20300.0,3.0,2.43
1001,19523.55,19700.0,35.0,186.06
1002,19413.75,19800.0,14.0,29.99
1003,19783.4,17000.0,37.0,2890.28
1004,21456.65,21050.0,6.0,465.5
1005,19444.0,18100.0,1.0,1252.18
1006,19465.0,19100.0,22.0,416.96
1007,19889.7,21000.0,9.0,2.43
1008,19411.75,20900.0,17.0,2.43
1009,19778.3,20900.0,36.0,2.43
1010,19794.0,21400.0,7.0,2.43
1011,19901.4,18800.0,8.0,1088.9
1012,19671.1,18000.0,8.0,1629.83
1013,19435.3,20900.0,20.0,2.43
1014,21731.4,20200.0,6.0,1511.8
1015,18989.15,18750.0,29.0,370.69
1016,19833.15,19350.0,71.0,818.19
1017,19253.8,21100.0,0.0,2.43
1018,19674.55,20250.0,17.0,7.22
1019,19465.0,18200.0,8.0,1187.19
1020,19517.0,18000.0,146.0,2079.29
1021,19745.0,19250.0,13.0,539.04
1022,20926.35,15000.0,105.99999999999999,6232.52
1023,21418.65,25000.0,374.0,309.28
1024,19716.45,21400.0,22.0,2.43
1025,19381.65,21500.0,21.0,2.43
1026,19993.2,17900.0,16.0,2129.94
1027,18989.15,20150.0,8.0,2.43
1028,19675.45,20150.0,71.0,238.65
1029,19646.05,20300.0,62.0,131.75
1030,19281.75,20100.0,31.0,9.9
1031,19306.05,20850.0,10.0,2.43
1032,19306.05,21400.0,3.0,2.43
1033,19281.75,21300.0,10.0,2.43
1034,19047.25,20550.0,34.0,2.43
1035,19386.7,18650.0,7.0,655.78
1036,19413.75,20850.0,0.0,2.43
1037,19653.5,21250.0,27.0,2.43
1038,19395.3,18950.0,7.0,400.88
1039,19993.2,20750.0,2.0,2.43
1040,19331.8,18600.0,13.0,709.12
1041,18972.1,16100.000000000002,0.0,2823.44
1042,20267.9,21300.0,34.0,2.43
1043,19398.5,19800.0,56.99999999999999,181.63
1044,19355.9,19700.0,17.0,52.1
1045,19811.5,21300.0,23.0,2.43
1046,19389.0,19200.0,30.0,342.91
1047,19365.25,19000.0,21.0,429.22
1048,19996.35,19900.0,31.0,300.54
1049,20686.8,20200.0,52.0,815.9
1050,19381.65,19950.0,28.0,48.91
1051,21150.15,20800.0,15.0,530.06
1052,20103.1,19050.0,7.0,976.81
1053,19716.45,21400.0,1.0,2.43
1054,19526.55,20250.0,29.0,32.37
1055,19674.55,21550.0,3.0,2.43
1056,19749.25,20000.0,163.0,750.62
1057,19765.2,20850.0,14.0,2.43
1058,19783.4,20050.0,37.0,151.69
1059,18755.45,17500.0,192.0,2006.86
1060,19659.9,17900.0,0.0,1726.11
1061,19411.75,21050.0,17.0,2.43
1062,19671.1,20850.0,8.0,2.43
1063,21778.7,20500.0,0.0,1235.75
1064,19310.15,19650.0,69.0,279.74
1065,21255.05,21600.0,21.0,114.78
1066,19381.65,20400.0,0.0,2.43
1067,19811.85,19000.0,400.0,2423.18
1068,20070.0,18200.0,15.0,1865.76
1069,19436.1,20900.0,8.0,2.43
1070,20096.6,19500.0,1.0,561.43
1071,19570.85,20750.0,23.0,2.43
1072,19497.3,19450.0,0.0,90.99
1073,19425.35,19500.0,20.0,132.29
1074,18665.5,19100.0,6.0,2.43
1075,19765.2,19250.0,42.0,701.76
1076,18816.7,17950.0,9.0,821.5
1077,19543.1,20200.0,48.99999999999999,90.43
1078,21349.4,21200.0,69.0,705.65
1079,19753.8,18000.0,150.0,2311.72
1080,21150.15,20000.0,8.0,1214.19
1081,20855.1,18700.0,23.0,2220.39
1082,18817.4,18700.0,65.0,483.73
1083,19694.0,20750.0,17.0,2.43
1084,21418.65,21300.0,10.0,291.2
1085,19434.55,20750.0,24.0,2.43
1086,19765.2,19800.0,28.0,232.02
1087,19716.45,18900.0,29.0,856.33
1088,19979.15,18900.0,14.0,1030.58
1089,19322.55,18700.0,3.0,527.09
1090,18771.25,20200.0,0.0,2.43
1091,21778.7,22850.0,14.0,2.43
1092,19979.15,18750.0,14.0,1181.73
1093,18989.15,20550.0,29.0,2.43
1094,18857.25,18450.0,7.0,381.27
1095,19778.3,17900.0,8.0,1873.03
1096,19331.8,20050.0,20.0,2.91
1097,19794.7,21050.0,34.0,2.43
1098,19528.75,19000.0,9.0,483.87
1099,19444.0,19000.0,853.9999999999999,3337.77
1100,19355.9,18000.0,3.0,1303.59
1101,19079.6,18200.0,30.0,933.44
1102,19435.3,20800.0,13.0,2.43
1103,19047.25,20350.0,34.0,2.43
1104,21150.15,20550.0,8.0,686.67
1105,19512.35,20100.0,10.0,2.43
1106,19672.35,18350.0,3.0,1305.38
1107,19517.0,20250.0,20.0,2.43
1108,19528.75,19300.0,86.00000000000001,707.2
1109,21456.65,21800.0,76.0,450.31
1110,20906.4,21700.0,23.0,23.38
1111,19306.05,18950.0,59.00000000000001,631.21
1112,20937.7,20150.0,8.0,779.77
1113,18688.1,20000.0,0.0,2.43
1114,19253.8,20400.0,0.0,2.43
1115,18755.45,18850.0,24.0,168.14
1116,19765.2,20800.0,21.0,2.43
1117,19672.35,21350.0,31.0,2.43
1118,18755.9,18650.0,22.0,252.72
1119,19306.05,17850.0,3.0,1417.64
1120,19833.15,18350.0,8.0,1412.68
1121,19811.5,18900.0,9.0,831.84
1122,20070.0,20550.0,8.0,2.43
1123,19574.9,19700.0,30.0,170.31
1124,19653.5,19500.0,13.0,216.3
1125,19528.75,20250.0,2.0,2.43
1126,19671.1,19700.0,22.0,183.19
1127,19653.5,19550.0,34.0,311.36
1128,19133.25,17500.0,7.0,1581.56
1129,19794.0,21550.0,48.99999999999999,2.43
1130,19811.85,19050.0,8.0,717.88
1131,19659.9,20500.0,35.0,34.96
1132,19996.35,19150.0,17.0,816.54
1133,19811.5,20300.0,9.0,2.43
1134,19253.8,19500.0,0.0,21.84
1135,19611.05,18500.0,22.0,1110.5
1136,19434.55,18300.0,17.0,1108.9
1137,19140.9,19250.0,31.0,185.73
1138,19265.8,19800.0,6.0,2.43
1139,19281.75,18750.0,38.0,687.16
1140,19731.75,21200.0,17.0,2.43
1141,19047.25,19300.0,89.99999999999999,403.19
1142,19632.55,19850.0,50.0,243.62
1143,19674.55,18150.0,3.0,1501.85
1144,19444.0,17000.0,127.0,2869.0
1145,19731.8,19050.0,13.0,663.91
1146,19398.5,17550.0,1.0,1849.62
1147,19230.6,21250.0,6.0,2.43
1148,19711.45,18350.0,3.0,1266.96
1149,18826.0,18700.0,34.0,333.86
1150,19381.65,19400.0,21.0,190.71
1151,19811.85,19550.0,1.0,230.78
1152,19528.75,20650.0,23.0,2.43
1153,19611.05,21000.0,8.0,2.43
1154,19386.7,21050.0,21.0,2.43
1155,19731.75,19750.0,73.0,462.4
1156,21441.35,18000.0,184.0,4096.93
1157,19646.05,20550.0,6.0,2.43
1158,19543.1,21250.0,14.0,2.43
1159,19624.7,18000.0,7.0,1561.65
1160,19347.45,21100.0,8.0,2.43
1161,18816.7,20100.0,2.0,2.43
1162,20937.7,24000.0,386.0,409.18
1163,19526.55,19800.0,15.0,68.99
1164,21456.65,21650.0,76.0,525.73
1165,19517.0,19900.0,27.0,76.76
1166,18665.5,18100.0,69.0,846.81
1167,20937.7,21200.0,8.0,73.73
1168,19543.1,19050.0,7.0,441.46
1169,19671.1,20900.0,15.0,2.43
1170,19543.1,21400.0,0.0,2.43
1171,19745.0,21300.0,13.0,2.43
1172,19355.9,20900.0,3.0,2.43
1173,19543.1,20950.0,14.0,2.43
1174,21731.4,23000.0,89.99999999999999,189.74
1175,20937.7,22150.0,85.0,144.51
1176,20937.7,21000.0,113.0,753.03
1177,19889.7,21100.0,37.0,2.43
1178,20096.6,23000.0,29.0,2.43
1179,19436.1,20500.0,15.0,2.43
1180,19711.45,20750.0,17.0,2.43
1181,20969.4,20700.0,27.0,475.57
1182,19811.35,19950.0,78.0,421.87
1183,19811.35,20550.0,22.0,2.43
1184,21654.75,19000.0,1.0,2650.94
1185,20096.6,19950.0,8.0,222.88
1186,20901.15,22100.0,48.99999999999999,50.09
1187,19753.8,20850.0,3.0,2.43
1188,18755.9,19450.0,15.0,2.43
1189,19526.55,20000.0,512.0,1825.78
1190,20133.15,20950.0,7.0,2.43
1191,19675.45,19800.0,43.00000000000001,267.88
1192,19389.0,18000.0,23.0,1380.85
1193,19411.75,18500.0,3.0,824.15
1194,18771.25,17350.0,7.0,1414.76
1195,19811.35,19000.0,169.0,1527.14
1196,19802.0,20950.0,21.0,2.43
1197,19646.05,20550.0,13.0,2.43
1198,19528.75,21600.0,23.0,2.43
1199,18771.25,19900.0,70.0,57.23
1200,19794.0,19500.0,7.0,280.44
1201,20192.35,22000.0,13.0,2.43
1202,18691.2,18500.0,66.0,547.5
1203,19731.8,21400.0,13.0,2.43
1204,19632.55,19050.0,1.0,500.53
1205,19674.25,20300.0,27.0,30.96
1206,19811.85,20750.0,1.0,2.43
1207,19646.05,19700.0,62.0,418.27
1208,19281.75,20150.0,10.0,2.43
1209,19802.0,18500.0,0.0,1222.66
1210,19979.15,18600.0,42.0,1471.74
1211,19497.3,20100.0,28.0,33.97
1212,20926.35,21000.0,1.0,72.24
1213,19794.7,25000.0,34.0,2.43
1214,18972.1,11000.0,0.0,8108.86
1215,19543.1,18800.0,7.0,682.68
1216,19653.5,18850.0,6.0,698.85
1217,19731.8,19000.0,223.0,1744.14
1218,20686.8,20600.0,3.0,200.01
1219,19436.1,20050.0,56.99999999999999,106.8
1220,19802.0,19450.0,0.0,298.18
1221,18771.25,20300.0,21.0,2.43
1222,19545.75,20950.0,14.0,2.43
1223,19512.35,20150.0,24.0,22.7
1224,19528.8,21100.0,24.0,2.43
1225,19716.45,19050.0,29.0,695.47
1226,18989.15,18700.0,15.0,320.27
1227,19322.55,18300.0,24.0,1033.17
1228,19680.6,20400.0,2.0,2.43
1229,20997.1,19600.0,17.0,1432.32
1230,19528.75,20500.0,9.0,2.43
1231,19674.55,14000.0,3.0,5814.8
1232,19979.15,20400.0,0.0,2.43
1233,19674.55,19800.0,10.0,66.38
1234,19753.8,19000.0,87.0,1108.78
1235,19811.5,19550.0,9.0,253.54
1236,19675.45,19200.0,1.0,406.85
1237,19528.8,18300.0,24.0,1242.95
1238,20901.15,21300.0,48.99999999999999,242.48
1239,20686.8,17000.0,115.0,4166.98
1240,19689.85,19550.0,2.0,162.02
1241,19689.85,20200.0,9.0,2.43
1242,19783.4,18500.0,37.0,1383.89
1243,21654.75,21000.0,1.0,665.71
1244,19497.3,19200.0,84.0,726.74
1245,19742.35,21550.0,35.0,2.43
1246,19542.65,18500.0,13.0,1012.01
1247,19711.45,19500.0,44.99999999999999,457.58
1248,20133.15,21250.0,35.0,2.43
1249,21778.7,20050.0,0.0,1684.88
1250,19079.6,18800.0,2.0,240.15
1251,19680.6,20400.0,16.0,2.43
1252,19564.5,19000.0,20.0,574.6
1253,19674.25,21300.0,34.0,2.43
1254,21778.7,19950.0,28.0,1934.48
1255,19047.25,21150.0,6.0,2.43
1256,19523.55,20150.0,0.0,2.43
1257,19727.05,18500.0,84.0,1521.08
1258,21349.4,21200.0,20.0,383.73
1259,20937.7,21700.0,85.0,260.54
1260,20096.6,21150.0,8.0,2.43
1261,19230.6,20000.0,20.0,2.43
1262,19435.3,19500.0,34.0,228.26
1263,18771.25,18850.0,70.0,406.14
1264,19381.65,19850.0,21.0,45.03
1265,19425.35,18000.0,48.0,1564.01
1266,20686.8,20700.0,17.0,234.14
1267,19439.4,19900.0,2.0,2.43
1268,19753.8,20150.0,3.0,2.43
1269,19611.05,19950.0,50.0,165.59
1270,18691.2,19000.0,66.0,259.8
1271,19386.7,19600.0,14.0,59.4
1272,19733.55,21000.0,58.0,25.75
1273,19671.1,18600.0,1.0,1075.51
1274,19653.5,21150.0,6.0,2.43
1275,19079.6,25000.0,149.0,2.43
1276,20096.6,17000.0,29.0,3205.35
1277,19253.8,20950.0,7.0,2.43
1278,19365.25,20150.0,42.0,44.52
1279,21418.65,20400.0,10.0,1045.79
1280,19833.15,20900.0,1.0,2.43
1281,21441.35,19950.0,30.0,1621.32
1282,19398.5,20000.0,56.99999999999999,111.05
1283,20686.8,18500.0,10.0,2232.05
1284,19079.6,18400.0,9.0,625.28
1285,19079.6,17000.0,58.0,2274.55
1286,19659.9,18500.0,35.0,1277.2
1287,19381.65,21000.0,56.0,2.43
1288,19545.75,18650.0,21.0,886.23
1289,19574.9,18950.0,2.0,534.54
1290,19751.05,18800.0,48.0,1087.33
1291,19733.55,19900.0,30.0,167.53
1292,21778.7,17400.0,0.0,4378.87
1293,19731.8,19000.0,132.0,1343.9
1294,19597.3,19600.0,24.0,215.38
1295,19398.5,20900.0,15.0,2.43
1296,19889.7,19750.0,16.0,259.88
1297,19646.05,17000.0,517.0,4190.66
1298,20103.1,20050.0,0.0,108.6
1299,21418.65,18500.0,3.0,3001.2
1300,19753.8,19000.0,17.0,734.94
1301,19674.55,18000.0,94.00000000000001,2023.97
1302,21778.7,22050.0,14.0,105.58
1303,21182.7,19500.0,0.0,1654.48
1304,19189.05,18400.0,89.99999999999999,1116.04
1305,20103.1,21450.0,7.0,2.43
1306,19574.9,22000.0,113.99999999999999,2.43
1307,21255.05,19000.0,0.0,2241.12
1308,19674.25,22000.0,461.0,699.9
1309,19731.8,20750.0,40.99999999999999,14.25
1310,19570.85,19400.0,23.0,312.36
1311,19425.35,19600.0,6.0,38.93
1312,19783.4,20150.0,37.0,105.63
1313,20855.1,20400.0,51.00000000000001,776.38
1314,19133.25,19250.0,28.0,153.67
1315,19439.4,19850.0,9.0,15.45
1316,20997.1,22400.0,44.99999999999999,2.43
1317,20937.7,15000.0,113.0,6285.14
1318,21456.65,18000.0,13.0,3538.22
1319,19434.55,21300.0,44.99999999999999,2.43
1320,20192.35,15000.0,13.0,5328.71
1321,18755.9,18550.0,43.00000000000001,437.45
1322,19611.05,19600.0,29.0,238.42
1323,19523.55,20400.0,28.0,2.43
1324,19711.45,19350.0,24.0,435.76
1325,18826.0,18300.0,76.0,853.01
1326,19443.5,20300.0,1.0,2.43
1327,21150.15,21700.0,8.0,44.28
1328,18665.5,18100.0,34.0,665.09
1329,19543.1,19700.0,0.0,33.97
1330,19811.85,20150.0,22.0,66.78
1331,19406.7,20400.0,51.00000000000001,31.85
1332,19428.3,21200.0,48.0,2.43
1333,19783.4,20050.0,23.0,82.95
1334,19889.7,21300.0,58.0,2.43
1335,19564.5,19100.0,6.0,397.09
1336,19306.05,20900.0,31.0,2.43
1337,19444.0,20800.0,22.0,2.43
1338,19889.7,21300.0,37.0,2.43
1339,19434.55,18800.0,3.0,562.62
1340,21255.05,24000.0,97.99999999999999,2.43
1341,18691.2,20000.0,10.0,2.43
1342,19671.1,18000.0,71.0,1943.26
1343,19819.95,18600.0,6.0,1132.31
1344,19265.8,17500.0,34.0,1857.11
1345,20192.35,20800.0,6.0,2.43
