,S,K,T,GRU_price
5561,19310.15,21200.0,6.0,2.43
5562,19439.4,19200.0,79.0,659.16
5563,21418.65,18000.0,101.0,3857.22
5564,19996.35,21000.0,3.0,2.43
5565,19528.8,17500.0,24.0,2061.51
5566,20997.1,20500.0,17.0,577.78
5567,19672.35,21150.0,3.0,2.43
5568,19901.4,21200.0,36.0,2.43
5569,19517.0,20150.0,55.00000000000001,108.33
5570,19751.05,19100.0,20.0,639.34
5571,21150.15,21300.0,29.0,307.39
5572,21453.1,19600.0,2.0,1873.92
5573,18972.1,22000.0,0.0,2.43
5574,19465.0,19700.0,22.0,77.0
5575,20997.1,19000.0,44.99999999999999,2173.07
5576,20997.1,21150.0,31.0,248.83
5577,19497.3,18750.0,14.0,707.68
5578,19265.8,19000.0,34.0,426.37
5579,21255.05,21350.0,28.0,293.22
5580,19517.0,18800.0,27.0,761.92
5581,19347.45,21450.0,29.0,2.43
5582,19749.25,22000.0,163.0,120.91
5583,20192.35,20750.0,13.0,4.08
5584,19381.65,18000.0,28.0,1429.44
5585,19745.0,19250.0,6.0,489.55
5586,21418.65,21700.0,73.0,482.46
5587,19778.3,17850.0,1.0,1957.4
5588,19443.5,19000.0,414.0,2141.89
5589,18817.4,18700.0,9.0,187.75
5590,19664.7,21500.0,23.0,2.43
5591,19528.75,19950.0,16.0,37.99
5592,21255.05,21750.0,7.0,34.47
5593,19542.65,19500.0,40.99999999999999,322.92
5594,19497.3,17800.0,7.0,1621.16
5595,19653.5,20750.0,6.0,2.43
5596,20686.8,21050.0,24.0,98.89
5597,19365.25,20300.0,14.0,2.43
5598,21182.7,25000.0,378.0,262.23
5599,18771.25,19950.0,7.0,2.43
5600,19443.5,19000.0,141.0,1112.22
5601,19355.9,19150.0,80.0,651.87
5602,19542.65,18000.0,160.0,2165.77
5603,20901.15,21750.0,48.99999999999999,108.47
5604,21731.4,22250.0,13.0,62.31
5605,19310.15,17500.0,132.0,2305.25
5606,19689.85,21200.0,2.0,2.43
5607,19794.7,20250.0,20.0,42.61
5608,19646.05,20400.0,34.0,38.28
5609,19749.25,20300.0,2.0,2.43
5610,19632.55,19900.0,22.0,75.67
5611,19675.45,20600.0,43.00000000000001,28.43
5612,19435.3,18950.0,55.00000000000001,714.99
5613,19751.05,19300.0,20.0,485.61
5614,20686.8,20450.0,24.0,444.85
5615,19543.1,18600.0,21.0,945.89
5616,19306.05,19950.0,59.00000000000001,99.24
5617,19435.3,19100.0,20.0,402.17
5618,19310.15,20550.0,6.0,2.43
5619,19395.3,18100.0,0.0,1212.34
5620,21453.1,16000.0,9.0,5567.83
5621,19253.8,20650.0,28.0,2.43
5622,19889.7,20400.0,37.0,84.18
5623,19689.85,19700.0,79.0,492.46
5624,20997.1,19550.0,3.0,1388.89
5625,19711.45,18500.0,346.0,2491.25
5626,19570.85,17600.0,23.0,2008.18
5627,20133.15,19300.0,0.0,768.76
5628,19395.3,17000.0,413.0,3752.53
5629,19443.5,24000.0,50.0,2.43
5630,19365.25,23000.0,497.0,347.14
5631,19794.7,19050.0,13.0,728.38
5632,19574.9,20000.0,86.00000000000001,299.96
5633,19597.3,19350.0,80.0,689.23
5634,19517.0,19950.0,6.0,7.45
5635,18989.15,19050.0,29.0,194.92
5636,19342.65,18700.0,9.0,566.72
5637,20937.7,19650.0,22.0,1339.16
5638,21453.1,19800.0,37.0,1808.67
5639,19574.9,19600.0,23.0,184.86
5640,19765.2,18500.0,42.0,1397.22
5641,19811.5,19200.0,2.0,491.29
5642,18665.5,18900.0,13.0,56.21
5643,19680.6,21000.0,247.0,560.01
5644,19646.05,24000.0,62.0,2.43
5645,19443.55,19400.0,44.99999999999999,358.08
5646,19711.45,19350.0,3.0,292.66
5647,20133.15,19400.0,56.0,964.0
5648,21778.7,22350.0,28.0,103.88
5649,19253.8,20500.0,21.0,2.43
5650,19794.0,18100.0,7.0,1665.01
5651,19716.45,20500.0,36.0,21.47
5652,21418.65,21050.0,17.0,522.06
5653,19833.15,19400.0,15.0,442.0
5654,20969.4,21400.0,48.0,212.24
5655,19653.5,20050.0,55.00000000000001,157.74
5656,19674.55,19750.0,10.0,77.07
5657,19230.6,19350.0,13.0,69.55
5658,19802.0,20150.0,14.0,40.18
5659,19611.05,20900.0,8.0,2.43
5660,19727.05,21200.0,21.0,2.43
5661,19680.6,19450.0,37.0,446.9
5662,19811.35,21000.0,29.0,2.43
5663,20855.1,19200.0,51.00000000000001,1871.71
5664,19443.55,19350.0,24.0,259.66
5665,20686.8,20300.0,10.0,470.32
5666,19733.55,19350.0,30.0,509.03
5667,19711.45,17500.0,10.0,2167.12
5668,19545.75,20700.0,14.0,2.43
5669,19306.05,19100.0,17.0,274.86
5670,20267.9,19950.0,27.0,465.42
5671,19465.0,20300.0,43.00000000000001,35.4
5672,19659.9,19000.0,154.0,1382.55
5673,19310.15,19200.0,69.0,519.65
5674,19624.7,20750.0,14.0,2.43
5675,19833.15,19050.0,43.00000000000001,907.88
5676,18816.7,18300.0,2.0,438.55
5677,19889.7,19000.0,30.0,972.26
5678,19731.8,18250.0,13.0,1490.4
5679,19355.9,19950.0,10.0,2.43
5680,20133.3,19950.0,38.0,410.69
5681,19047.25,21100.0,13.0,2.43
5682,19742.35,18100.0,35.0,1763.56
5683,19811.35,19950.0,50.0,281.03
5684,21778.7,22200.0,21.0,104.82
5685,19564.5,19350.0,76.0,633.2
5686,19253.8,19900.0,28.0,27.3
5687,19659.9,18900.0,35.0,873.95
5688,19395.3,20000.0,21.0,9.55
5689,19443.55,20300.0,3.0,2.43
5690,18826.0,18600.0,40.99999999999999,447.07
5691,19395.3,19800.0,0.0,2.43
5692,19342.65,20150.0,30.0,2.43
5693,19794.7,17800.0,6.0,1990.13
5694,21255.05,20350.0,35.0,1079.4
5695,20926.35,22200.0,78.0,112.81
5696,18972.1,18500.0,22.0,513.1
5697,20103.1,18950.0,7.0,1077.96
5698,19253.8,18100.0,28.0,1225.28
5699,20901.15,20500.0,28.0,594.27
5700,19413.75,19450.0,0.0,52.87
5701,18826.0,18900.0,6.0,63.73
5702,19253.8,18900.0,0.0,302.82
5703,19742.35,19150.0,7.0,540.28
5704,19517.0,20200.0,55.00000000000001,100.52
5705,19355.9,18100.0,17.0,1237.76
5706,18856.85,18750.0,15.0,210.45
5707,19543.1,19450.0,28.0,291.23
5708,19545.75,19550.0,14.0,138.51
5709,19545.75,18450.0,7.0,1016.34
5710,19646.05,19750.0,62.0,392.21
5711,21255.05,19150.0,14.0,2170.65
5712,21778.7,18400.0,0.0,3356.77
5713,19664.7,19800.0,9.0,58.44
5714,19342.65,19750.0,30.0,66.49
5715,19435.3,21000.0,27.0,2.43
5716,19979.15,21000.0,252.00000000000003,680.89
5717,21778.7,19200.0,0.0,2542.34
5718,19542.65,19750.0,27.0,103.43
5719,19406.7,19850.0,51.00000000000001,124.06
5720,19398.5,20700.0,29.0,2.43
5721,21418.65,20650.0,3.0,744.1
5722,19979.15,20200.0,42.0,208.44
5723,19545.75,21100.0,56.0,2.43
5724,19435.3,17500.0,118.00000000000001,2360.26
5725,19523.55,21100.0,21.0,2.43
5726,19632.55,19350.0,8.0,274.98
5727,18665.5,18000.0,1098.0,3939.26
5728,18857.25,20000.0,154.0,257.38
5729,20192.35,20000.0,20.0,301.33
5730,19646.05,19750.0,13.0,93.49
5731,21654.75,21350.0,22.0,523.99
5732,19783.4,20550.0,16.0,2.43
5733,19671.1,21500.0,8.0,2.43
5734,19694.0,19150.0,3.0,473.84
5735,19749.25,21200.0,9.0,2.43
5736,19393.6,19400.0,3.0,74.41
5737,19778.3,18000.0,882.0,4382.96
5738,20926.35,19200.0,43.00000000000001,1896.71
5739,19783.4,20200.0,2.0,2.43
5740,19384.3,19100.0,78.0,698.46
5741,19439.4,22000.0,79.0,2.43
5742,19406.7,18000.0,415.0,2938.51
5743,19526.55,19750.0,85.0,455.45
5744,20070.0,21450.0,22.0,2.43
5745,19570.85,21350.0,23.0,2.43
5746,19672.35,21000.0,24.0,2.43
5747,18755.45,17900.0,38.0,979.6
5748,21255.05,21300.0,14.0,219.95
5749,19653.5,21150.0,20.0,2.43
5750,19310.15,18100.0,13.0,1171.12
5751,20133.15,19200.0,28.0,1013.9
5752,19979.15,17800.0,14.0,2146.66
5753,19406.7,20200.0,51.00000000000001,64.6
5754,19393.6,20750.0,17.0,2.43
5755,21453.1,21900.0,23.0,104.25
5756,19749.25,20000.0,16.0,67.01
5757,20192.35,21550.0,13.0,2.43
5758,19386.7,19300.0,21.0,235.05
5759,19386.7,17800.0,35.0,1687.81
5760,18755.45,16000.0,101.0,3110.16
5761,19265.8,20400.0,34.0,2.43
5762,19731.75,18700.0,44.99999999999999,1163.07
5763,18856.85,16000.0,190.0,3446.47
5764,21731.4,20600.0,6.0,1145.97
5765,21441.35,22100.0,9.0,13.41
5766,19794.0,21300.0,7.0,2.43
5767,19443.55,19450.0,10.0,108.63
5768,19570.85,21350.0,9.0,2.43
5769,18817.4,19050.0,2.0,29.06
5770,18688.1,24000.0,105.0,2.43
5771,19778.3,21250.0,1.0,2.43
5772,19901.4,21700.0,1.0,2.43
5773,19659.9,21450.0,21.0,2.43
5774,19653.5,19200.0,55.00000000000001,678.94
5775,20901.15,19800.0,21.0,1169.93
5776,21182.7,21150.0,0.0,156.78
5777,19694.0,18200.0,38.0,1615.39
5778,19122.15,20700.0,22.0,2.43
5779,19653.5,18200.0,55.00000000000001,1597.46
5780,19444.0,19250.0,36.0,370.25
5781,19310.15,19300.0,20.0,187.63
5782,19523.55,20450.0,28.0,2.43
5783,19265.8,21400.0,6.0,2.43
5784,19322.55,17000.0,3.0,2242.63
5785,18755.45,19300.0,10.0,2.43
5786,19778.3,21300.0,22.0,2.43
5787,19753.8,16000.0,150.0,4202.38
5788,19675.45,18750.0,1.0,872.79
5789,19395.3,20350.0,77.0,103.74
5790,19711.45,19500.0,3.0,191.69
5791,19570.85,19500.0,16.0,210.38
5792,19901.4,21000.0,99.0,146.56
5793,19428.3,19350.0,20.0,231.0
5794,21418.65,21050.0,38.0,673.68
5795,19993.2,21350.0,9.0,2.43
5796,19342.65,17900.0,30.0,1479.75
5797,19731.8,21000.0,27.0,2.43
5798,19444.0,20700.0,1.0,2.43
5799,19674.25,19850.0,6.0,49.03
5800,19733.55,19650.0,2.0,120.11
5801,19653.5,18000.0,55.00000000000001,1792.21
5802,20906.4,20500.0,9.0,453.71
5803,19047.25,20200.0,62.0,30.71
5804,20686.8,18000.0,388.0,4083.77
5805,19133.25,21300.0,7.0,2.43
5806,19322.55,20150.0,10.0,2.43
5807,19731.8,21150.0,40.99999999999999,2.43
5808,19342.65,20700.0,30.0,2.43
5809,20937.7,15000.0,22.0,6106.99
5810,19632.55,23000.0,505.0,455.54
5811,19564.5,19250.0,48.0,549.33
5812,19281.75,17750.0,3.0,1492.94
5813,19993.2,19350.0,9.0,599.02
5814,19523.55,18400.0,28.0,1194.62
5815,21441.35,22100.0,23.0,69.46
5816,19689.85,21500.0,51.00000000000001,2.43
5817,19310.15,19400.0,27.0,175.65
5818,21182.7,21900.0,7.0,2.43
5819,19653.5,20700.0,20.0,2.43
5820,19406.7,19450.0,9.0,83.81
5821,19731.75,20200.0,3.0,2.43
5822,21182.7,19800.0,42.0,1576.94
5823,19528.8,18800.0,3.0,647.98
5824,19384.3,18850.0,50.0,734.93
5825,20906.4,21700.0,16.0,2.43
5826,19694.0,19250.0,3.0,388.97
5827,19632.55,18850.0,1.0,706.44
5828,19802.0,19600.0,63.00000000000001,579.03
5829,18688.1,18300.0,0.0,340.84
5830,19794.7,19850.0,6.0,73.16
5831,18771.25,23000.0,7.0,2.43
5832,20926.35,22250.0,43.00000000000001,2.43
5833,19694.0,22000.0,38.0,2.43
5834,19794.7,20100.0,34.0,118.63
5835,19355.9,18850.0,52.0,724.48
5836,19322.55,18250.0,24.0,1071.33
5837,18716.15,17500.0,2.0,1174.25
5838,18771.25,17900.0,0.0,808.61
5839,19646.05,21200.0,6.0,2.43
5840,20997.1,24000.0,108.0,2.47
5841,19672.35,16800.0,38.0,3026.05
5842,18816.7,19850.0,23.0,2.43
5843,19733.55,18550.0,2.0,1148.99
5844,19434.55,19000.0,73.0,780.26
5845,19672.35,19650.0,17.0,210.77
5846,19122.15,18850.0,15.0,312.08
5847,19140.9,18800.0,87.0,772.51
5848,19742.35,23000.0,462.0,402.61
5849,21456.65,20500.0,6.0,958.25
5850,19381.65,19650.0,28.0,101.21
5851,18989.15,21250.0,1.0,2.43
5852,19465.0,20200.0,8.0,2.43
5853,19443.55,19950.0,44.99999999999999,97.14
5854,19889.7,19850.0,16.0,203.15
5855,21150.15,21100.0,8.0,263.0
5856,20070.0,21200.0,1.0,2.43
5857,19413.75,19500.0,14.0,94.1
5858,18972.1,18000.0,0.0,893.1
5859,20133.15,19750.0,28.0,527.84
5860,18665.5,13000.0,97.0,6009.3
5861,21453.1,22850.0,16.0,2.43
5862,20103.1,21350.0,14.0,2.43
5863,19727.05,19200.0,7.0,454.23
5864,18817.4,19950.0,9.0,2.43
5865,19413.75,16000.0,77.0,3656.42
5866,19749.25,18700.0,2.0,955.42
5867,21182.7,19850.0,0.0,1302.61
5868,19811.35,19800.0,1.0,75.62
5869,21150.15,20500.0,36.0,933.73
5870,20997.1,17000.0,108.0,4366.5
5871,18816.7,17750.0,37.0,1174.76
5872,21441.35,22400.0,16.0,2.43
5873,21778.7,21000.0,35.0,974.58
5874,20070.0,21500.0,22.0,2.43
5875,19671.1,19150.0,43.00000000000001,694.56
5876,19443.55,18100.0,17.0,1346.97
5877,19811.5,19900.0,44.0,268.38
5878,19574.9,22000.0,23.0,2.43
5879,18856.85,19200.0,71.0,270.5
5880,19428.3,21450.0,6.0,2.43
5881,18856.85,19600.0,1.0,2.43
5882,19819.95,20150.0,48.0,164.38
5883,19281.75,19700.0,38.0,100.12
5884,19745.0,18200.0,6.0,1575.27
5885,19742.35,20200.0,70.0,236.84
5886,19436.1,21100.0,22.0,2.43
5887,21441.35,22050.0,16.0,51.72
5888,19384.3,21000.0,1.0,2.43
5889,19381.65,18100.0,7.0,1240.28
5890,20192.35,18600.0,6.0,1559.1
5891,18755.45,18700.0,31.0,289.63
5892,18755.9,18200.0,43.00000000000001,702.84
5893,19331.8,18800.0,55.00000000000001,783.97
5894,19659.9,20350.0,7.0,2.43
5895,19638.3,21000.0,62.0,2.43
5896,19664.7,20450.0,2.0,2.43
5897,21654.75,22000.0,8.0,75.29
5898,19386.7,18450.0,0.0,854.89
5899,19444.0,19650.0,1.0,19.6
5900,19133.25,20500.0,84.0,45.63
5901,18856.85,19900.0,15.0,2.43
5902,19727.05,20100.0,48.99999999999999,143.52
5903,20937.7,21200.0,85.0,508.14
5904,19512.35,21550.0,10.0,2.43
5905,19265.8,18850.0,62.0,705.24
5906,19497.3,17000.0,21.0,2489.35
5907,18771.25,19150.0,35.0,90.76
5908,18857.25,20800.0,14.0,2.43
5909,19664.7,21050.0,9.0,2.43
5910,19428.3,20000.0,139.0,493.48
5911,19384.3,19250.0,15.0,229.67
5912,19833.15,19600.0,29.0,379.03
5913,19355.9,20750.0,17.0,2.43
5914,19802.0,19800.0,7.0,107.02
5915,19435.3,19500.0,20.0,150.54
5916,20103.1,18700.0,14.0,1388.01
5917,18771.25,19100.0,14.0,44.32
5918,19140.9,19200.0,17.0,133.82
5919,19411.75,18900.0,52.0,717.99
5920,19624.7,18750.0,7.0,788.89
5921,19322.55,17850.0,24.0,1466.65
5922,20901.15,19850.0,0.0,1001.53
5923,19597.3,20300.0,10.0,2.43
5924,19694.0,21250.0,66.0,2.43
5925,19322.55,18450.0,10.0,807.7
5926,21418.65,22200.0,31.0,76.65
5927,21349.4,20700.0,13.0,716.97
5928,19465.0,20600.0,8.0,2.43
5929,18856.85,20250.0,8.0,2.43
5930,19716.45,21200.0,15.0,2.43
5931,19694.0,21100.0,31.0,2.43
5932,19689.85,21500.0,2.0,2.43
5933,18816.7,18400.0,37.0,566.18
5934,19434.55,18650.0,3.0,704.35
5935,19638.3,21200.0,13.0,2.43
5936,21654.75,22000.0,183.0,985.42
5937,19428.3,19850.0,6.0,2.43
5938,19993.2,19550.0,16.0,470.26
5939,18989.15,20300.0,15.0,2.43
5940,19140.9,18200.0,31.0,990.62
5941,19727.05,19300.0,84.0,816.25
5942,19545.75,20350.0,7.0,2.43
5943,19802.0,19950.0,63.00000000000001,368.5
5944,19811.85,19750.0,22.0,242.1
5945,19979.15,20950.0,42.0,22.89
5946,20192.35,19200.0,20.0,989.24
5947,19574.9,19150.0,9.0,384.56
5948,19545.75,19100.0,0.0,368.97
5949,19381.65,19600.0,56.0,292.54
5950,19384.3,21000.0,533.0,1164.6
5951,19979.15,20300.0,42.0,155.69
5952,19365.25,18100.0,7.0,1225.94
5953,19381.65,19500.0,14.0,86.61
5954,19993.2,20850.0,23.0,2.43
5955,19749.25,16000.0,72.0,3993.16
5956,19230.6,21000.0,419.0,780.36
5957,19122.15,19250.0,22.0,115.48
5958,19384.3,18800.0,15.0,570.74
5959,19749.25,17600.0,2.0,2101.2
5960,21456.65,21150.0,20.0,489.32
5961,19811.85,20050.0,29.0,118.73
5962,18826.0,18500.0,76.0,706.58
5963,21731.4,22000.0,27.0,213.97
5964,19745.0,19850.0,40.99999999999999,313.55
5965,19675.45,19400.0,1.0,243.43
5966,19742.35,19850.0,21.0,143.25
5967,19716.45,19700.0,1.0,60.96
5968,19624.7,20200.0,70.0,154.73
5969,19465.0,20750.0,8.0,2.43
5970,19664.7,19550.0,16.0,217.03
5971,19347.45,18600.0,1.0,636.84
5972,21418.65,22850.0,3.0,2.43
5973,19133.25,20100.0,0.0,2.43
5974,19428.3,18900.0,6.0,467.88
5975,19638.3,19750.0,13.0,79.89
5976,18771.25,20150.0,7.0,2.43
5977,20070.0,20400.0,8.0,28.26
5978,19689.85,21000.0,16.0,2.43
5979,18771.25,13000.0,97.99999999999999,6124.25
5980,20192.35,21000.0,27.0,3.36
5981,19742.35,19500.0,825.0,3296.26
5982,19749.25,17000.0,527.0,4270.91
5983,19411.75,18950.0,3.0,382.16
5984,18857.25,21000.0,63.00000000000001,2.43
5985,19526.55,20300.0,1.0,2.43
5986,19355.9,20300.0,10.0,2.43
5987,20192.35,22000.0,195.0,196.27
5988,19497.3,19000.0,21.0,523.41
5989,18771.25,19000.0,28.0,109.12
5990,19783.4,18000.0,2.0,1764.44
5991,19564.5,20400.0,20.0,2.43
5992,19253.8,20000.0,210.0,619.69
5993,20926.35,21100.0,78.0,510.5
5994,20192.35,21300.0,6.0,2.43
5995,19122.15,19150.0,36.0,251.18
5996,20192.35,19250.0,13.0,912.51
5997,19386.7,20650.0,14.0,2.43
5998,19646.05,20450.0,13.0,2.43
5999,19783.4,20100.0,65.0,288.69
6000,19122.15,18200.0,8.0,859.92
6001,21349.4,21000.0,34.0,628.43
6002,20926.35,21500.0,43.00000000000001,124.45
6003,19811.5,20000.0,23.0,88.84
6004,19230.6,22000.0,419.0,428.9
6005,19778.3,19800.0,64.0,447.02
6006,19783.4,20650.0,9.0,2.43
6007,19230.6,19050.0,27.0,309.04
6008,19811.35,18500.0,50.0,1449.87
6009,18816.7,16000.0,100.0,3134.84
6010,20070.0,18100.0,15.0,1964.11
6011,18688.1,18400.0,77.0,694.04
6012,20133.15,24000.0,391.99999999999994,226.36
6013,19646.05,18100.0,34.0,1624.52
6014,19751.05,19350.0,13.0,391.95
6015,19638.3,20300.0,20.0,3.87
6016,19993.2,16000.0,107.0,4361.01
6017,19342.65,20150.0,9.0,2.43
6018,18755.9,15500.0,15.0,3325.92
6019,19526.55,21000.0,29.0,2.43
6020,19671.1,20100.0,22.0,49.92
6021,19443.55,24000.0,44.99999999999999,2.43
6022,19742.35,20900.0,14.0,2.43
6023,20133.3,19800.0,3.0,300.61
6024,19672.35,17950.0,3.0,1742.31
6025,21456.65,21750.0,20.0,123.13
6026,18816.7,18800.0,9.0,129.57
6027,18691.2,18250.0,10.0,429.36
6028,18716.15,20000.0,44.0,2.43
6029,19528.75,20450.0,9.0,2.43
6030,19653.5,21350.0,20.0,2.43
6031,18688.1,17350.0,7.0,1344.06
6032,19384.3,19100.0,15.0,329.37
6033,19528.75,20400.0,2.0,2.43
6034,19425.35,20600.0,6.0,2.43
6035,19745.0,20000.0,251.0,1187.05
6036,19742.35,20800.0,21.0,2.43
6037,18816.7,19200.0,16.0,38.27
6038,19512.35,11000.0,80.0,8866.57
6039,21654.75,21950.0,29.0,209.16
6040,20855.1,18000.0,9.0,2875.76
6041,18665.5,18600.0,27.0,261.21
6042,19889.7,24000.0,394.0,193.17
6043,19979.15,17200.0,0.0,2723.98
6044,18857.25,20300.0,7.0,2.43
6045,19624.7,19400.0,7.0,224.59
6046,19901.4,14000.0,99.0,6384.16
6047,19749.25,21200.0,2.0,2.43
6048,20070.0,20150.0,8.0,72.35
6049,19802.0,20050.0,14.0,58.38
6050,19638.3,21550.0,27.0,2.43
6051,19444.0,21400.0,1.0,2.43
6052,20267.9,20650.0,20.0,66.39
6053,19436.1,18500.0,56.99999999999999,1123.42
6054,19794.7,18300.0,6.0,1463.83
6055,19674.55,21400.0,66.0,2.43
6056,20133.3,21300.0,24.0,2.43
6057,19526.55,19850.0,29.0,102.58
6058,20906.4,20950.0,2.0,97.59
6059,19434.55,20000.0,24.0,27.98
6060,19428.3,20200.0,76.0,136.55
6061,19674.55,21650.0,24.0,2.43
6062,19543.1,20750.0,21.0,2.43
6063,19733.55,21150.0,9.0,2.43
6064,19751.05,18400.0,48.0,1485.71
6065,19079.6,19450.0,9.0,21.47
6066,19680.6,21000.0,156.0,247.33
6067,19435.3,18500.0,27.0,972.07
6068,19675.45,19100.0,43.00000000000001,753.09
6069,19281.75,21400.0,38.0,2.43
6070,19765.2,19450.0,0.0,276.18
6071,20901.15,21000.0,112.0,730.77
6072,19889.7,18000.0,58.0,2099.34
6073,19733.55,20000.0,9.0,42.18
6074,19047.25,18850.0,62.0,542.61
6075,19523.55,18900.0,7.0,569.41
6076,19638.3,20000.0,89.99999999999999,358.24
6077,18826.0,19700.0,13.0,2.43
6078,20901.15,18000.0,48.99999999999999,3129.49
6079,18688.1,18450.0,42.0,466.63
6080,18856.85,18700.0,15.0,238.28
6081,21456.65,20800.0,40.99999999999999,904.81
6082,19189.05,21000.0,272.0,353.37
6083,19047.25,19250.0,13.0,68.23
6084,19365.25,19750.0,7.0,9.02
6085,19564.5,19250.0,20.0,379.21
6086,20070.0,21400.0,1.0,2.43
6087,20906.4,20600.0,79.0,839.72
6088,19689.85,19000.0,79.0,1011.43
6089,19802.0,17700.0,7.0,2098.49
6090,19611.05,18600.0,1.0,911.3
6091,19265.8,19900.0,62.0,113.2
6092,19331.8,19050.0,20.0,380.45
6093,19395.3,21500.0,21.0,2.43
6094,19680.6,19900.0,37.0,192.04
6095,19689.85,19300.0,2.0,343.71
6096,19526.55,19450.0,1.0,122.38
6097,19434.55,18550.0,17.0,860.48
6098,19425.35,20400.0,48.0,24.25
6099,19122.15,21600.0,36.0,2.43
6100,20096.6,20300.0,8.0,59.33
6101,19230.6,20950.0,55.00000000000001,2.43
6102,20096.6,19100.0,8.0,977.94
6103,19523.55,20000.0,21.0,42.22
6104,21453.1,19700.0,9.0,1771.49
6105,19783.4,19800.0,65.0,445.14
6106,19632.55,20800.0,1.0,2.43
6107,19140.9,20300.0,59.00000000000001,25.05
6108,19716.45,19150.0,8.0,495.84
6109,19425.35,19900.0,48.0,106.28
6110,19689.85,19350.0,23.0,428.21
6111,19517.0,20550.0,34.0,2.43
6112,19393.6,17000.0,129.0,2825.03
6113,19749.25,20000.0,9.0,44.53
6114,18755.9,17800.0,43.00000000000001,1085.58
6115,19443.5,19050.0,29.0,492.68
6116,18688.1,17850.0,7.0,805.58
6117,19517.0,20500.0,27.0,2.43
6118,19281.75,20900.0,3.0,2.43
6119,20070.0,23000.0,15.0,2.43
6120,19889.7,19550.0,30.0,489.94
6121,21150.15,21750.0,22.0,90.4
6122,19140.9,18950.0,59.00000000000001,513.81
6123,20855.1,21700.0,30.0,37.8
6124,21255.05,21400.0,35.0,313.34
6125,19526.55,17800.0,1.0,1682.18
6126,18688.1,18000.0,0.0,630.33
6127,21349.4,24000.0,97.0,2.43
6128,19671.1,20750.0,43.00000000000001,2.43
6129,19794.0,19750.0,7.0,128.95
6130,19802.0,20450.0,7.0,2.43
6131,19901.4,19950.0,15.0,155.45
6132,19512.35,20200.0,3.0,2.43
6133,20855.1,19800.0,9.0,1056.47
6134,18688.1,17000.0,560.0,3467.95
6135,21255.05,19700.0,35.0,1715.75
6136,18972.1,18600.0,29.0,475.88
6137,19381.65,19450.0,28.0,207.08
6138,19664.7,19700.0,16.0,131.22
6139,19133.25,19800.0,56.0,88.41
6140,19545.75,20750.0,14.0,2.43
6141,19497.3,20000.0,84.0,268.08
6142,19381.65,19650.0,84.0,412.38
6143,19597.3,19750.0,10.0,67.05
6144,18755.9,18550.0,22.0,314.59
6145,19435.3,20500.0,20.0,2.43
6146,19794.7,20300.0,6.0,2.43
6147,19674.55,19650.0,3.0,89.33
6148,19396.45,19800.0,37.0,91.03
6149,20070.0,20950.0,15.0,2.43
6150,19355.9,19750.0,3.0,2.7
6151,19365.25,19800.0,14.0,22.04
6152,21778.7,20700.0,63.00000000000001,1401.31
6153,18816.7,19500.0,16.0,2.43
6154,19749.25,17300.0,9.0,2460.44
6155,19611.05,20850.0,1.0,2.43
6156,19811.35,20350.0,1.0,2.43
6157,19794.0,19300.0,77.0,856.89
6158,19230.6,20200.0,55.00000000000001,37.67
6159,21731.4,20400.0,6.0,1327.25
6160,19811.35,17500.0,78.0,2557.89
6161,19079.6,20450.0,30.0,2.43
6162,19133.25,20000.0,420.0,1252.98
6163,19411.75,22000.0,234.0,157.9
6164,19570.85,21500.0,2.0,2.43
6165,20901.15,21050.0,7.0,93.68
6166,19765.2,19300.0,70.0,825.01
6167,19675.45,18450.0,43.00000000000001,1372.68
6168,19674.25,15000.0,461.0,5841.93
6169,19624.7,20400.0,0.0,2.43
6170,18989.15,19300.0,22.0,66.62
6171,19794.0,21200.0,77.0,39.04
6172,19731.8,17600.0,13.0,2161.3
6173,19413.75,21000.0,28.0,2.43
6174,19355.9,19000.0,171.0,1160.51
6175,19653.5,19800.0,20.0,91.22
6176,21453.1,22650.0,37.0,21.49
6177,19140.9,19400.0,10.0,49.71
6178,19901.4,19900.0,8.0,138.57
6179,19753.8,17200.0,31.0,2618.56
6180,21778.7,22700.0,28.0,40.58
6181,19465.0,17500.0,43.00000000000001,2047.4
6182,19564.5,19250.0,6.0,277.31
6183,19465.0,18800.0,1.0,549.95
6184,20906.4,22150.0,30.0,2.43
6185,19381.65,18450.0,0.0,849.2
6186,21654.75,20300.0,8.0,1378.75
6187,20969.4,21150.0,20.0,158.28
6188,20133.15,20300.0,21.0,132.43
6189,19425.35,19900.0,20.0,27.89
6190,19749.25,24000.0,72.0,2.43
6191,19574.9,20300.0,51.00000000000001,72.44
6192,20901.15,19450.0,7.0,1461.36
6193,18771.25,24000.0,189.0,2.49
6194,21182.7,21350.0,14.0,133.78
6195,18716.15,18600.0,79.0,556.91
6196,19802.0,20000.0,7.0,44.69
6197,21778.7,21650.0,7.0,271.73
6198,20133.15,19300.0,14.0,837.91
6199,20133.3,21550.0,73.0,35.91
6200,20855.1,21300.0,23.0,85.22
6201,18989.15,19900.0,22.0,2.43
6202,19672.35,19500.0,66.0,593.14
6203,21418.65,19300.0,3.0,2184.9
6204,21456.65,19100.0,6.0,2384.9
6205,20926.35,19400.0,1.0,1463.85
6206,19742.35,20300.0,0.0,2.43
6207,19523.55,21550.0,21.0,2.43
6208,21654.75,22500.0,64.0,175.15
6209,19347.45,21000.0,211.0,230.29
